,avg_kd_diff,avg_sig_str_landed_diff,avg_sig_str_att_diff,avg_str_landed_diff,avg_str_att_diff,avg_td_comp_diff,avg_td_att_diff,avg_sub_att_diff,avg_ctrl_time_diff,win_rate_diff,finish_rate_diff,total_fights_diff
2846,0.2857142857142857,-8.5,-24.0,-10.142857142857146,-22.714285714285708,-0.2142857142857142,-2.928571428571429,0.0714285714285714,-102.85714285714286,-0.2857142857142857,-0.2142857142857143,5
2847,0.08333333333333331,-40.08333333333333,-136.66666666666666,-33.75,-129.16666666666666,-0.8333333333333333,-2.4166666666666665,1.0,-17.33333333333333,-0.08333333333333331,0.16666666666666666,8
2848,0.0,-34.5,-61.0,76.0,73.0,-1.5,0.5,0.0,333.5,0.0,0.0,1
2849,-0.5,-18.083333333333332,-30.833333333333336,13.666666666666671,1.5833333333333286,1.1666666666666665,4.916666666666667,1.25,164.41666666666669,0.16666666666666663,-0.33333333333333337,2
2850,0.2857142857142857,-25.285714285714285,-33.42857142857143,-27.0,-33.85714285714286,0.7142857142857143,-4.0,0.7142857142857143,41.0,0.5714285714285714,0.42857142857142855,6
2851,0.2,5.0,25.0,18.200000000000003,40.8,0.2,0.8,-0.8,62.400000000000006,0.4,0.2,4
2853,0.0,-3.5,-32.5,-16.5,-46.5,0.5,2.0,-1.5,6.5,0.0,0.5,1
2854,0.2,34.8,82.0,59.2,109.2,1.4,1.2000000000000002,-2.8,98.6,-0.6,-1.0,4
2856,0.0,11.0,-1.0,17.0,9.0,1.5,-0.5,1.0,279.5,0.5,-0.5,-1
2857,1.0,70.0,162.0,71.66666666666667,164.0,0.3333333333333333,-1.6666666666666667,0.3333333333333333,11.333333333333334,0.6666666666666666,0.6666666666666666,2
2858,0.0,-5.333333333333332,-28.16666666666667,-4.833333333333336,-26.0,0.8333333333333334,0.6666666666666667,-0.3333333333333333,185.16666666666669,0.0,-0.3333333333333333,-4
2859,0.0,38.5,69.5,68.0,101.5,0.5,1.5,0.0,105.5,1.0,0.5,1
2861,0.25,-12.666666666666668,-20.166666666666664,-5.25,-11.333333333333329,0.3333333333333333,0.0,0.16666666666666666,50.41666666666667,0.08333333333333326,-0.08333333333333337,-6
2862,-0.04999999999999999,-10.675,-21.125,-9.825000000000003,-14.900000000000006,1.65,1.15,0.025000000000000022,216.875,0.5,0.15000000000000002,-3
2863,0.0,-10.599999999999994,-10.699999999999989,-10.200000000000003,-10.100000000000009,0.5,-1.1,0.2,-65.9,-0.39999999999999997,-0.2,-5
2865,0.06666666666666671,29.73333333333333,47.400000000000006,36.866666666666674,55.96666666666666,1.1,2.8333333333333335,0.46666666666666673,199.3,-0.19999999999999996,-0.16666666666666663,7
2866,-0.16666666666666669,6.583333333333336,11.833333333333329,17.583333333333336,27.66666666666667,-0.16666666666666652,0.25,0.0,206.41666666666669,0.0,-0.4166666666666667,-1
2868,0.0,33.0,35.0,104.0,112.0,1.0,1.0,1.0,347.0,0.0,0.0,-1
2869,0.0,33.22222222222222,70.33333333333333,54.611111111111114,99.55555555555554,5.777777777777778,11.88888888888889,0.2777777777777778,347.8888888888889,0.2222222222222222,-0.1111111111111111,-7
2870,0.0,5.666666666666664,-11.666666666666671,23.5,8.833333333333343,-1.5,-8.0,-0.33333333333333337,-76.16666666666669,0.16666666666666663,0.3333333333333333,1
2871,-0.5333333333333334,-14.800000000000004,-27.06666666666667,-7.533333333333331,-19.80000000000001,0.06666666666666665,1.4,0.13333333333333333,61.93333333333334,-0.33333333333333337,-0.4666666666666667,10
2872,-0.5,-4.300000000000001,0.5,-29.9,-24.5,0.5,4.2,-1.0,-72.5,-0.09999999999999998,-0.3,8
2873,-0.1333333333333333,-7.100000000000001,-24.93333333333333,7.0333333333333385,-10.400000000000006,1.6,2.8333333333333335,-1.1666666666666667,41.400000000000006,-0.06666666666666665,0.033333333333333354,4
2874,0.2222222222222222,30.53333333333333,36.23333333333335,44.9,55.15555555555554,2.9444444444444446,3.0444444444444443,-0.06666666666666671,80.75555555555553,0.18888888888888888,0.1222222222222222,-1
2875,0.0,-0.2666666666666657,-11.0,22.93333333333333,14.266666666666666,1.6666666666666667,2.3333333333333335,0.46666666666666673,186.7333333333333,0.13333333333333341,-0.4666666666666666,2
2877,0.0,-5.0,-16.0,-3.0,-13.0,3.0,3.5,0.0,-58.0,0.5,0.0,-1
2879,0.0,-74.7,-168.5,-64.7,-158.4,2.0,3.5,-0.5,151.2,-0.19999999999999996,0.3,9
2880,0.0,-18.0,-29.0,-26.0,-36.5,1.5,-2.5,1.0,-66.0,0.5,1.0,-1
2882,0.0,9.0,42.0,22.666666666666664,58.0,0.6666666666666667,2.0,0.3333333333333333,192.33333333333331,0.6666666666666666,0.3333333333333333,2
2884,0.0,-24.0,-69.5,-59.0,-113.0,-1.0,-6.5,2.0,-99.0,0.5,1.0,-1
2885,-0.2222222222222222,-18.5,-81.36111111111111,-17.083333333333336,-80.25,0.05555555555555558,-3.25,0.0,21.0,0.08333333333333337,-0.4444444444444444,-5
2886,0.0,-2.333333333333334,-11.166666666666668,-36.166666666666664,-47.833333333333336,0.16666666666666663,-0.6666666666666665,0.3333333333333333,60.0,-0.16666666666666669,0.3333333333333333,1
2887,-0.25,-13.8125,-61.4375,-27.0,-74.8125,-0.4375,-2.375,0.125,-11.3125,0.375,0.5,-12
2888,0.0,-4.0,41.0,-71.0,-27.0,2.0,7.0,0.0,-83.0,0.0,0.0,0
2891,0.0,57.0,131.0,57.0,130.5,0.0,-0.5,0.0,-36.5,0.5,0.0,-1
2892,0.0,52.0,54.5,33.5,31.0,0.5,-2.0,0.0,-147.5,0.5,1.0,-1
2895,0.0,-13.0,-81.0,47.0,-19.0,2.0,-2.0,0.0,425.0,0.0,0.0,0
2896,0.625,-11.517857142857146,-24.55357142857143,-16.82142857142857,-29.553571428571416,-1.4107142857142856,-2.696428571428571,0.25,-79.82142857142858,0.19642857142857145,0.23214285714285715,1
2897,0.14285714285714285,16.057142857142853,24.714285714285708,9.857142857142854,17.171428571428564,0.2857142857142858,-0.5999999999999996,-0.5142857142857143,-41.85714285714286,0.05714285714285705,-0.5142857142857143,2
2898,0.2,-12.899999999999999,-46.2,0.7000000000000028,-29.400000000000006,-1.2,-4.9,0.4,67.80000000000001,0.09999999999999998,-0.3,3
2899,0.0,-29.25,-42.25,-31.5,-44.25,0.25,3.0,0.25,-41.25,0.25,0.25,2
2900,-0.3333333333333333,12.444444444444446,15.555555555555557,-8.888888888888886,-8.8888888888889,-0.3333333333333335,0.5555555555555562,0.2222222222222222,-99.7777777777778,-0.2222222222222222,0.2222222222222222,6
2901,0.0,59.14285714285714,74.35714285714286,46.142857142857146,58.78571428571429,0.2142857142857144,-0.4285714285714288,-0.42857142857142855,-76.35714285714286,-0.2142857142857143,-0.14285714285714285,-5
2902,0.16666666666666669,-1.3333333333333321,2.3333333333333357,-0.33333333333333215,3.8333333333333357,0.16666666666666669,-1.1666666666666667,1.1666666666666667,-42.5,0.33333333333333337,0.33333333333333337,-1
2903,0.5,10.833333333333334,4.333333333333332,17.5,11.333333333333336,2.1666666666666665,4.5,0.5,347.33333333333337,0.5,0.0,-1
2904,0.125,30.5,46.0,11.25,26.0,-0.625,-7.25,0.625,-262.0,-0.5,0.125,7
2905,0.5,19.066666666666663,19.566666666666677,27.0,29.233333333333334,0.7666666666666667,-0.03333333333333366,0.3,25.833333333333343,0.033333333333333326,0.2,-4
2907,0.3333333333333333,40.833333333333336,76.58333333333334,37.58333333333333,73.83333333333334,2.0,0.3333333333333335,0.25,241.41666666666666,0.125,-0.16666666666666669,-2
2908,-0.15,-0.5,11.599999999999994,32.15,49.650000000000006,0.8,2.45,1.4,190.45,-0.050000000000000044,-0.55,6
2909,0.09999999999999998,9.299999999999997,35.099999999999994,-5.200000000000003,19.44999999999999,-0.6,-2.35,0.0,-164.4,-0.4,-0.04999999999999999,1
2910,0.2222222222222222,8.555555555555555,24.888888888888886,12.11111111111111,29.22222222222222,0.8888888888888888,4.222222222222222,0.4444444444444444,85.66666666666667,0.4444444444444444,0.4444444444444444,8
2912,0.0,-52.5,-142.5,-50.5,-139.0,1.5,2.0,0.5,-63.5,0.0,0.0,0
2913,0.3333333333333333,-64.33333333333333,-134.66666666666666,-67.0,-136.33333333333334,1.3333333333333333,3.0,0.0,48.33333333333333,0.6666666666666666,0.6666666666666666,2
2914,-0.4,-26.9,-40.900000000000006,-18.5,-30.799999999999997,-0.09999999999999998,0.8999999999999999,1.0,-8.099999999999994,-0.6,0.0,-3
2915,-1.5,1.0999999999999996,-18.5,31.0,13.399999999999999,1.4,1.9,0.0,203.1,0.6,0.6,3
2916,0.4166666666666667,5.083333333333336,-3.25,8.333333333333336,0.5,-0.4999999999999999,-1.833333333333333,-0.5,11.333333333333336,0.0,0.08333333333333334,6
2917,0.23809523809523808,-20.904761904761905,-81.33333333333333,-30.476190476190474,-92.85714285714286,-1.2380952380952381,-3.0,0.42857142857142855,-66.19047619047619,-0.04761904761904767,0.23809523809523808,-18
2918,-2.0,-36.0,-50.0,-27.0,-43.0,-0.5,0.0,0.0,-72.0,0.0,0.5,0
2919,0.0,23.0,15.333333333333329,88.0,85.0,3.3333333333333335,10.0,-0.33333333333333326,500.0,0.6666666666666667,0.6666666666666667,-2
2920,-0.1,30.3,43.6,39.1,50.7,1.3,4.8,-0.6000000000000001,166.7,-0.4,0.0,-8
2921,0.25,-17.75,-10.5,-8.0,2.5,-0.25,2.0,0.5,0.75,0.25,0.5,0
2922,0.0,6.0,35.0,-46.0,-32.0,-2.0,-1.0,0.0,-231.0,-1.0,-1.0,0
2924,0.6923076923076923,19.630769230769232,29.50769230769231,38.38461538461539,49.6,0.9076923076923077,2.3076923076923075,0.3076923076923077,133.84615384615384,-0.3384615384615385,-0.1384615384615384,8
2929,0.0,-6.0,-4.0,18.0,23.0,2.0,3.0,1.0,441.0,0.0,0.0,0
2935,-0.5,-10.5,-40.0,1.0,-27.0,0.0,-2.5,0.0,4.5,-0.5,-0.5,-1
2937,-0.20833333333333334,-12.041666666666668,-24.91666666666667,-7.791666666666664,-22.29166666666667,0.8333333333333333,1.75,0.5,125.29166666666666,-0.04166666666666663,0.125,-2
2938,0.41666666666666663,-5.5,-34.666666666666664,-9.166666666666664,-39.5,0.5,-0.16666666666666652,0.25,-40.5,-0.33333333333333337,0.08333333333333331,8
2939,-0.01785714285714285,23.196428571428573,23.92857142857143,21.69642857142857,22.964285714285708,-0.0892857142857143,-0.4464285714285716,-0.30357142857142855,5.767857142857139,0.0357142857142857,-0.0714285714285714,1
2941,-0.26190476190476186,-55.5,-123.16666666666666,-108.09523809523809,-179.19047619047618,0.04761904761904745,2.2857142857142856,1.2857142857142858,-58.5952380952381,0.3095238095238096,0.35714285714285715,11
2944,0.0,30.666666666666664,57.33333333333333,109.0,145.33333333333334,1.6666666666666667,2.6666666666666665,0.0,553.0,0.0,-1.0,2
2945,0.4444444444444444,0.6388888888888857,41.72222222222223,-27.888888888888886,9.805555555555557,-2.361111111111111,-3.7777777777777777,-0.05555555555555558,-298.75,0.02777777777777779,0.19444444444444442,5
2947,0.25,12.625,55.5,-12.0,29.25,0.375,2.75,-1.25,-154.375,0.0,0.25,4
2948,0.42105263157894735,-33.73684210526316,-96.6842105263158,-46.1578947368421,-113.26315789473684,0.3157894736842105,0.7894736842105263,0.5263157894736842,-79.63157894736842,0.5263157894736842,0.3684210526315789,18
2949,0.5,57.25,139.0,58.5,140.25,0.5,1.0,0.5,29.75,0.75,0.5,3
2950,-0.009523809523809518,25.34285714285715,42.06666666666666,42.66666666666667,59.73333333333332,1.923809523809524,4.057142857142856,0.12380952380952381,123.26666666666668,-0.12380952380952381,-0.30476190476190473,8
2951,-0.25,20.450000000000003,19.349999999999994,26.450000000000003,24.75,0.30000000000000004,0.3500000000000001,0.15,70.25,0.19999999999999996,0.0,-6
2952,0.5,-10.5,-16.5,-55.5,-64.5,0.0,-3.5,0.5,-159.0,0.0,0.5,1
2954,0.2444444444444444,2.4888888888888907,-0.7222222222222214,-16.73333333333333,-24.099999999999994,-0.0444444444444444,-1.0222222222222221,0.1222222222222222,16.51111111111112,0.1777777777777778,0.2666666666666666,-1
2955,0.6666666666666666,-8.0,33.66666666666667,-18.0,23.16666666666667,-2.5,-3.5,0.0,-170.83333333333334,0.16666666666666663,0.16666666666666663,1
2956,0.0,26.333333333333336,89.5,3.8333333333333286,60.5,-2.0,-2.5,1.0,-348.8333333333333,0.16666666666666663,0.0,1
2957,-0.2142857142857143,8.25,44.32142857142857,1.9642857142857153,36.60714285714286,0.0714285714285714,-0.5,0.0714285714285714,-61.75,0.1071428571428571,-0.32142857142857145,3
2958,0.38461538461538464,6.692307692307693,-0.2307692307692406,19.615384615384613,13.538461538461533,2.384615384615385,4.307692307692308,0.23076923076923078,169.0,0.15384615384615385,0.0,0
2959,1.0,8.0,20.0,-42.0,-34.0,0.0,-1.0,-2.0,-175.0,0.0,0.0,0
2961,-0.09999999999999998,-28.3,-151.1,-15.399999999999999,-137.6,0.19999999999999996,-1.7,-0.6,41.2,0.30000000000000004,0.6,3
2962,0.5,-39.0,-114.5,-42.0,-118.5,-1.0,-10.0,0.0,-107.5,0.5,0.5,1
2963,-0.39999999999999997,-0.19999999999999574,-13.0,3.1000000000000014,-8.0,0.8,3.4,-0.10000000000000009,178.4,0.09999999999999998,0.09999999999999998,5
2966,0.42105263157894735,14.031578947368416,32.43157894736842,24.2,42.85263157894737,0.6210526315789473,0.5526315789473686,-0.2263157894736842,107.51578947368422,-0.0736842105263158,-0.3894736842105263,9
2967,0.5,19.75,56.41666666666667,25.833333333333336,63.75,0.0,-1.6666666666666667,1.25,-4.333333333333336,0.4166666666666667,0.16666666666666669,1
2974,0.5692307692307692,15.446153846153848,2.353846153846156,30.83076923076923,17.569230769230764,-0.26153846153846155,-0.09230769230769231,-0.38461538461538464,108.15384615384616,-0.29230769230769227,-0.4153846153846154,-8
2976,0.0,24.0,-4.0,77.0,48.0,5.0,6.0,2.0,426.0,0.0,0.0,0
2977,0.0,-5.75,-7.375,-37.75,-41.875,0.125,-2.5,0.0,-158.5,-0.125,-0.25,0
2978,0.0,15.5,71.0,33.5,91.0,3.0,7.5,1.0,188.5,0.0,0.0,-1
2979,0.11616161616161619,-4.954545454545453,-12.14646464646465,-4.237373737373741,-11.85353535353535,0.6919191919191919,1.1161616161616161,0.10101010101010105,7.5959595959595845,-0.11616161616161613,-0.025252525252525193,7
2981,0.9166666666666666,7.035714285714285,20.476190476190467,4.61904761904762,18.702380952380963,-0.6666666666666667,-2.845238095238095,0.08333333333333333,-44.89285714285714,-0.023809523809523725,0.23809523809523808,5
2982,0.15460526315789475,1.6480263157894726,6.174342105263165,6.680921052631582,11.375,0.381578947368421,1.2664473684210527,0.06578947368421051,40.02302631578948,0.05592105263157898,-0.21381578947368418,-3
2983,0.25,-25.125,-97.75,-37.375,-108.25,2.875,-3.0,0.75,-29.25,0.375,0.25,6
2986,0.0,-9.0,12.333333333333336,-9.333333333333336,11.333333333333329,1.6666666666666665,-0.666666666666667,1.0,319.66666666666663,0.33333333333333337,-0.3333333333333333,-2
2987,0.25,-35.0,-100.625,-36.5,-103.125,-0.75,-2.25,0.25,-33.5,0.5,0.5,6
2989,0.7,-18.3,-36.7,-35.3,-55.5,-0.6,-2.2,-0.4,-78.1,0.6,0.7,-9
2991,-0.2424242424242424,-1.8484848484848513,23.545454545454547,-6.969696969696969,21.12121212121214,-2.3939393939393936,-5.575757575757575,1.2727272727272727,-137.36363636363637,0.393939393939394,0.18181818181818182,8
2992,0.0,-31.333333333333336,-75.16666666666667,-39.666666666666664,-83.83333333333333,-1.6666666666666667,-4.166666666666667,-0.16666666666666666,-92.5,-0.5,-0.16666666666666666,-5
2994,0.375,39.925,117.975,42.825,120.15,1.05,-1.025,0.04999999999999999,-7.625,0.07499999999999996,-0.09999999999999998,3
2995,0.38095238095238093,9.944444444444443,14.70634920634921,0.6825396825396837,1.246031746031747,-0.2936507936507936,-1.1349206349206349,-0.12698412698412698,-30.111111111111114,0.0793650793650793,0.047619047619047616,4
2996,-0.16666666666666669,10.5,12.666666666666657,41.33333333333333,51.0,2.0,2.3333333333333335,-0.16666666666666669,247.33333333333331,0.0,0.3333333333333333,1
2997,0.0,25.5,88.5,39.5,104.5,2.0,8.0,1.0,116.0,-0.5,-0.5,1
2999,0.26666666666666666,32.43333333333333,45.56666666666666,32.06666666666666,46.41666666666667,2.0,2.683333333333333,0.6666666666666666,95.38333333333333,-0.06666666666666665,0.09999999999999998,11
3000,0.3666666666666667,20.999999999999996,25.300000000000004,12.833333333333336,13.333333333333329,-1.4333333333333331,-1.4,0.16666666666666666,-155.23333333333335,-0.19999999999999996,0.033333333333333326,9
3001,0.3333333333333333,-56.0,-104.0,-113.66666666666667,-175.33333333333331,-2.3333333333333335,-2.333333333333333,-0.6666666666666666,-195.66666666666666,0.6666666666666667,0.3333333333333333,0
3002,0.18181818181818182,-18.454545454545453,-10.727272727272734,-20.454545454545453,-14.090909090909093,1.6363636363636362,5.818181818181818,0.2727272727272727,102.45454545454544,-0.36363636363636365,0.18181818181818182,10
3005,-0.012820512820512803,-2.974358974358971,3.8589743589743364,9.230769230769226,18.269230769230774,1.2307692307692308,1.1923076923076925,0.5897435897435899,93.96153846153845,0.038461538461538436,-0.012820512820512803,7
3006,0.5,-15.0,-38.0,-17.0,-40.0,0.5,2.5,0.5,62.5,0.5,0.5,1
3007,-0.07647058823529412,26.1,62.041176470588226,28.317647058823532,64.83529411764705,0.4176470588235295,1.2588235294117647,-0.35294117647058826,82.27647058823528,0.05294117647058816,-0.31176470588235294,-7
3009,0.5147058823529411,-1.279411764705884,-27.794117647058826,-4.544117647058826,-32.55882352941177,0.36764705882352944,-0.7352941176470589,-0.35294117647058826,66.38235294117646,0.3529411764705882,0.45588235294117646,-13
3010,0.2272727272727273,2.25,-27.204545454545453,-16.903409090909093,-48.375,-1.6136363636363638,-3.2556818181818183,-0.47159090909090906,-137.1875,-0.005681818181818232,0.40909090909090906,5
3011,-0.4,-26.200000000000003,-105.5,-33.400000000000006,-113.6,0.19999999999999996,4.7,0.5,-16.80000000000001,0.4,0.5,-3
3012,0.18181818181818182,-3.745454545454546,-23.18181818181818,9.509090909090908,-9.200000000000003,1.3454545454545455,1.1636363636363631,0.2545454545454545,48.74545454545452,0.3454545454545454,0.18181818181818182,6
3013,0.0,14.5,29.5,83.5,116.5,3.0,7.0,1.5,343.0,0.0,-1.0,1
3014,-1.0,21.0,25.0,34.0,40.0,0.0,1.0,0.0,96.0,0.0,0.0,0
3015,-0.5,-60.0,-116.5,-95.0,-156.0,0.0,-2.5,-1.0,-207.0,0.0,0.0,-1
3016,0.5,18.0,34.0,35.5,52.5,1.5,3.5,0.5,250.5,0.5,0.5,1
3017,-0.13043478260869565,31.51086956521739,66.75,16.913043478260867,51.076086956521735,1.576086956521739,2.467391304347826,-0.17391304347826086,98.40217391304347,0.34782608695652173,0.03260869565217392,-19
3019,0.0,6.0,60.0,-13.5,39.0,0.0,0.5,-2.5,-248.5,0.0,0.0,-1
3020,-0.25,-9.25,-25.0,2.0,-12.75,-2.5,-3.25,0.5,-20.0,0.0,0.0,2
3024,0.5,26.0,58.0,16.0,47.0,0.0,-0.5,0.0,-2.0,-0.5,-0.5,0
3027,0.0,-3.1999999999999993,-21.371428571428567,-21.77142857142857,-41.31428571428571,-0.17142857142857137,0.2571428571428571,-0.2857142857142857,-7.057142857142864,0.17142857142857143,-0.2857142857142857,-2
3028,0.0,25.812121212121212,63.86666666666667,41.45454545454545,83.03030303030303,2.084848484848485,4.957575757575757,0.4121212121212121,235.14545454545456,0.08484848484848495,0.006060606060606044,-4
3029,0.38461538461538464,7.26923076923077,-8.442307692307693,1.5,-15.230769230769226,0.8269230769230769,0.8846153846153846,-0.11538461538461536,66.71153846153847,0.038461538461538436,-0.09615384615384615,9
3030,0.523076923076923,23.16923076923077,62.04615384615385,28.72307692307692,68.68461538461538,0.5846153846153845,1.2307692307692308,-0.11538461538461542,32.71538461538461,0.10769230769230775,0.06153846153846154,-3
3031,-0.6666666666666666,28.083333333333336,70.08333333333334,40.58333333333333,81.0,0.9166666666666667,3.6666666666666665,0.25,265.0,0.08333333333333337,-0.41666666666666663,1
3032,0.75,1.0833333333333321,-34.888888888888886,-9.277777777777779,-46.52777777777777,0.11111111111111116,-3.333333333333333,-0.3333333333333333,-60.41666666666666,0.08333333333333337,0.1111111111111111,-14
3033,0.0,9.583333333333332,27.916666666666664,-11.0,9.666666666666671,1.5,5.25,1.25,227.08333333333334,-0.16666666666666663,-0.3333333333333333,1
3034,0.13333333333333333,5.383333333333333,-10.549999999999997,1.5,-16.200000000000003,-0.8166666666666667,-3.6333333333333333,0.3666666666666667,-89.21666666666667,-0.15000000000000002,0.15000000000000002,11
3035,-0.42857142857142855,8.82142857142857,18.928571428571416,27.142857142857146,37.571428571428584,0.3571428571428572,3.3214285714285716,-0.2857142857142857,42.21428571428571,-0.2142857142857143,-0.5714285714285714,-3
3036,0.26666666666666666,-6.583333333333332,-4.516666666666666,-6.18333333333333,-4.383333333333326,0.7166666666666668,2.766666666666667,0.5499999999999999,113.50000000000001,0.15000000000000002,0.15000000000000002,-3
3037,0.0,-26.8,-61.8,-57.0,-96.2,-1.0,-3.6,-0.8,-156.2,-0.6,-0.2,-4
3038,0.3333333333333333,-38.5,-178.33333333333334,-41.33333333333333,-181.66666666666666,0.0,0.5,0.0,25.666666666666668,0.3333333333333333,0.3333333333333333,1
3039,-0.1680672268907563,-23.63865546218487,-66.74789915966386,-22.81512605042017,-65.9327731092437,0.21008403361344552,-0.7394957983193278,1.1008403361344536,67.58823529411765,-0.0672268907563025,0.24369747899159666,10
3040,0.6333333333333333,-2.0,-38.56666666666667,-1.7333333333333343,-41.73333333333334,-0.7,-2.1666666666666665,-0.2,-90.06666666666668,-0.33333333333333337,0.2666666666666666,1
3041,0.4,-17.799999999999997,-44.3,-0.09999999999999432,-24.599999999999994,-0.19999999999999996,2.4,0.7,96.39999999999999,0.19999999999999996,-0.1,5
3042,-1.25,42.416666666666664,98.08333333333333,70.5,129.08333333333334,1.6666666666666665,3.5,0.75,245.0,-0.25,-0.9166666666666666,10
3043,-0.5416666666666666,17.458333333333332,54.291666666666664,39.583333333333336,80.54166666666666,1.9166666666666667,3.5,-0.3333333333333333,71.66666666666667,-0.25,-0.08333333333333331,5
3044,0.0,1.0,-3.0,-19.0,-21.0,1.0,1.0,-1.0,-13.0,0.0,1.0,0
3045,0.3333333333333333,-26.0,-78.66666666666669,-21.666666666666664,-72.66666666666666,1.333333333333333,3.0,-0.6666666666666666,-34.666666666666686,0.0,0.0,0
3046,0.0,-43.0,-70.0,-74.5,-105.5,1.0,-0.5,1.0,-141.5,-0.5,0.5,1
3048,0.5375,32.6375,62.537499999999994,21.737499999999997,51.3125,-0.375,-0.9625,-0.175,-80.375,0.07499999999999996,0.0,-6
3049,-1.0,-24.666666666666664,-49.0,-64.66666666666666,-95.33333333333333,-0.33333333333333326,-1.0,2.6666666666666665,-130.0,-0.33333333333333337,0.3333333333333333,2
3050,0.5,25.75,68.875,27.375,70.375,0.0,-1.0,-1.125,-74.125,0.375,0.125,7
3051,-0.2,-29.666666666666668,-61.0,-71.0,-113.80000000000001,0.6000000000000001,2.9333333333333336,-0.8666666666666667,26.73333333333335,0.2666666666666666,0.0,-2
3052,-0.6666666666666666,-5.666666666666664,25.33333333333333,-38.33333333333333,-8.333333333333329,-1.3333333333333333,-2.3333333333333335,-1.0,-213.66666666666666,-0.3333333333333333,-0.3333333333333333,-2
3053,0.25,-41.75,-74.375,-32.0,-67.375,-3.625,-7.125,0.5,-188.0,-0.25,0.25,7
3054,0.0,64.0,108.66666666666667,67.66666666666667,112.33333333333333,1.6666666666666667,3.6666666666666665,0.0,110.66666666666667,0.3333333333333333,0.0,2
3055,0.25,5.166666666666666,17.916666666666664,14.583333333333334,27.583333333333336,3.5,6.666666666666667,0.25,114.75,0.08333333333333337,-0.41666666666666663,1
3056,0.0,60.0,114.5,64.5,120.0,1.0,9.5,-0.5,238.5,0.5,0.0,1
3057,0.0,5.0,-14.0,-56.0,-75.0,-1.0,-2.0,0.0,137.0,1.0,0.0,0
3058,1.0,-16.5,-44.5,-15.5,-43.5,-1.0,-2.5,-0.5,-82.0,-0.5,0.0,0
3059,0.26956521739130435,-8.026086956521738,-12.495652173913044,-16.62608695652174,-21.356521739130436,-0.21739130434782608,-0.22608695652173916,-0.21739130434782608,-76.61739130434783,-0.20869565217391306,-0.07826086956521738,-18
3060,0.09090909090909094,-1.1818181818181799,-3.818181818181813,-11.0,-15.454545454545467,-0.18181818181818177,-2.0,-0.36363636363636365,-84.63636363636363,0.18181818181818188,0.18181818181818182,0
3061,0.4,-27.4,-41.1,-22.2,-31.9,1.0,1.6,0.2,164.6,0.30000000000000004,-0.3,3
3062,0.0,-9.75,-85.75,4.75,-68.75,1.5,3.0,0.75,175.0,-0.25,0.25,3
3063,0.25,-9.75,-10.5,-19.0,-22.75,1.0,1.0,0.5,-95.75,0.0,0.0,2
3064,0.15384615384615385,17.215384615384615,30.615384615384613,-0.2307692307692335,13.41538461538461,0.2615384615384615,2.6461538461538456,-0.21538461538461534,-59.46153846153845,0.2153846153846154,0.1076923076923077,8
3065,0.0,-2.357142857142854,-18.64285714285714,0.0714285714285694,-11.5,1.4285714285714286,-0.7142857142857144,1.8571428571428572,187.35714285714286,-0.0714285714285714,-0.14285714285714285,-5
3066,0.0,-41.5,-119.0,-39.75,-115.5,-3.75,-8.25,0.25,32.5,0.5,0.5,3
3069,0.0,-20.333333333333336,-18.833333333333336,-32.166666666666664,-31.166666666666668,-1.8333333333333335,-2.0,-1.0,-111.33333333333333,0.6666666666666666,0.6666666666666666,1
3070,-0.5,16.5,22.5,-0.5,5.0,0.0,-0.5,-1.0,-112.0,0.0,0.5,0
3071,0.125,5.208333333333332,18.83333333333333,-4.416666666666664,8.333333333333329,-0.5833333333333333,-2.875,0.45833333333333337,-96.29166666666666,0.20833333333333337,0.29166666666666663,-16
3072,0.528428093645485,8.153846153846153,8.879598662207357,6.127090301003346,9.397993311036785,1.1705685618729098,1.4448160535117056,-0.4214046822742475,74.44816053511705,-0.03678929765886285,-0.08361204013377926,-10
3073,0.0,-19.5,-31.0,-30.5,-42.5,0.0,1.0,0.0,-115.5,-0.5,0.0,-1
3074,0.0,47.5,101.75,50.5,106.0,0.75,1.75,0.25,-82.25,0.75,0.0,3
3075,0.0,12.25,5.5,71.75,72.25,1.25,2.75,0.0,435.75,0.75,0.0,3
3076,0.3055555555555556,12.666666666666664,46.08333333333333,12.583333333333336,46.02777777777777,0.4444444444444444,0.25,-0.02777777777777779,-82.83333333333333,-0.08333333333333337,-0.16666666666666669,5
3077,-0.5,32.5,38.5,68.0,80.0,3.0,4.0,-1.0,208.0,0.5,0.5,0
3078,0.20634920634920634,21.79365079365079,42.42857142857143,32.43650793650793,52.349206349206355,1.9365079365079367,3.1031746031746033,-0.23809523809523808,90.3174603174603,0.11904761904761907,-0.19841269841269843,-4
3079,0.0,23.363636363636367,-50.272727272727266,42.45454545454545,-29.818181818181813,0.9090909090909091,1.272727272727273,0.5454545454545454,104.0,-0.36363636363636365,0.09090909090909091,10
3081,0.15686274509803919,-8.93137254901961,-51.509803921568626,-5.421568627450981,-48.67647058823529,-0.47058823529411775,-1.8529411764705883,0.14705882352941174,-57.14705882352942,0.12745098039215685,0.3725490196078431,-11
3082,-0.29487179487179493,-3.8846153846153832,20.602564102564102,-13.320512820512818,9.794871794871796,0.3076923076923077,1.3717948717948718,0.07692307692307693,-13.730769230769226,0.038461538461538436,0.20512820512820512,7
