,label,elo_diff,avg_kd_diff,avg_sig_str_landed_diff,avg_sig_str_att_diff,avg_str_landed_diff,avg_str_att_diff,avg_td_comp_diff,avg_td_att_diff,avg_sub_att_diff,avg_ctrl_time_diff,win_rate_diff,finish_rate_diff,total_fights_diff
3178,1,-62.62814412678199,0.3473684210526316,25.0,43.33157894736841,66.60526315789474,88.75263157894736,-0.44210526315789467,-3.105263157894737,0.5842105263157895,-42.04210526315789,-0.08421052631578951,-0.05263157894736842,-9
3179,1,-39.21899833608245,0.2222222222222222,-12.044444444444444,-52.75555555555556,-0.44444444444444287,-41.022222222222226,-0.9111111111111112,-3.4888888888888885,0.5555555555555556,30.688888888888897,-0.13333333333333341,0.2222222222222222,4
3181,0,-58.64158581118022,0.08333333333333333,20.26515151515152,32.47727272727273,63.57575757575758,78.12878787878789,2.6742424242424243,6.840909090909091,0.1742424242424242,230.18939393939394,0.11363636363636365,-0.4621212121212121,1
3188,0,9.425564247046395,-0.05357142857142855,0.4107142857142847,-6.3125,5.321428571428569,-0.1785714285714306,0.4732142857142857,0.6339285714285716,0.25892857142857145,3.919642857142861,0.0625,0.0,2
3190,1,-124.12539683003797,0.09523809523809523,4.7976190476190474,5.202380952380949,11.690476190476186,14.238095238095234,0.6666666666666667,1.8333333333333333,-0.130952380952381,78.67857142857142,-0.1785714285714286,0.0,-5
3196,1,92.2051477169914,-0.09999999999999998,0.9333333333333336,25.06666666666667,-8.666666666666664,13.133333333333326,-1.8333333333333333,-4.5,0.5,-121.16666666666666,0.26666666666666666,-0.16666666666666666,-1
3198,1,58.27600011282607,0.4,4.833333333333336,23.766666666666666,1.8666666666666671,17.900000000000006,-0.16666666666666663,-1.366666666666667,0.06666666666666665,-118.1,0.0,-0.2,-4
3200,0,111.78568521553916,0.6388888888888888,19.555555555555557,25.388888888888893,68.63888888888889,82.69444444444446,1.861111111111111,4.666666666666667,0.1388888888888889,239.80555555555557,0.13888888888888884,-0.1111111111111111,3
3202,1,118.04777871264037,0.0,20.666666666666664,58.33333333333333,25.611111111111114,66.27777777777777,0.16666666666666663,-1.1666666666666665,0.0,20.16666666666667,0.2222222222222222,0.16666666666666666,-12
3229,0,-33.28611107981237,-0.15000000000000002,-3.5500000000000007,-8.799999999999997,-6.0,-11.450000000000003,-1.9000000000000001,-3.4999999999999996,0.4,-24.60000000000001,-0.30000000000000004,0.05,15
3231,0,23.39251071064905,0.19999999999999996,11.2,4.899999999999999,14.3,8.199999999999996,2.0,3.5,0.0,132.8,-0.19999999999999996,0.0,5
3232,1,-79.00012896358953,0.40909090909090906,11.948051948051948,15.129870129870127,10.305194805194809,12.480519480519476,-0.3116883116883118,-3.571428571428571,0.0,-20.811688311688314,-0.10389610389610393,-0.09090909090909091,3
3233,0,40.31369184672394,0.40555555555555556,20.916666666666664,39.78888888888889,28.944444444444443,51.272222222222226,1.8111111111111111,4.05,0.37222222222222234,155.83333333333331,0.2777777777777778,0.2222222222222222,-11
3236,1,113.0035587530333,0.03508771929824561,-2.0994152046783583,-22.514619883040936,-1.4444444444444429,-20.87719298245615,-0.2865497076023391,-1.4678362573099415,0.9356725146198831,11.011695906432749,-0.03508771929824561,-0.05847953216374269,10
3246,1,215.90534309193436,-0.35714285714285715,39.69047619047619,76.16666666666666,56.02380952380953,94.90476190476193,1.7142857142857142,1.2142857142857144,0.5714285714285714,196.73809523809524,0.04761904761904767,-0.023809523809523808,1
3247,0,22.199261251398866,0.16666666666666666,-10.049999999999997,11.0,0.9166666666666643,24.650000000000006,0.44999999999999996,0.1333333333333333,0.65,2.583333333333343,0.09999999999999998,0.3333333333333333,7
3251,0,-56.991565414801244,-0.261904761904762,-22.428571428571427,-32.4047619047619,-19.261904761904766,-27.07142857142857,1.2380952380952381,2.2142857142857144,0.2857142857142857,87.33333333333334,-0.19047619047619047,0.07142857142857142,8
3252,0,-194.8545373359384,0.0,4.0,-15.277777777777771,17.444444444444443,-1.1666666666666714,1.0,1.3333333333333335,-0.1111111111111111,86.94444444444446,-0.38888888888888884,-0.3333333333333333,-3
3257,0,-192.4297671628267,-0.08181818181818182,7.872727272727275,23.799999999999997,0.8818181818181827,17.14545454545454,0.9818181818181818,0.581818181818182,0.018181818181818188,30.954545454545467,-0.05454545454545451,-0.1727272727272727,-1
3273,0,116.16367242811475,0.3571428571428571,-1.357142857142854,-24.285714285714278,-4.5,-28.5,-0.4285714285714285,-2.8571428571428568,-0.8571428571428571,-55.35714285714286,0.07142857142857151,-0.07142857142857142,0
3274,1,-158.39000288252123,-0.013377926421404701,33.10033444816054,81.31103678929765,39.096989966555185,88.06688963210703,0.05351170568561869,-1.5886287625418065,-0.013377926421404701,-59.80267558528428,-0.07357859531772581,-0.3076923076923077,10
3276,1,71.95470575235868,-0.1111111111111111,-16.22222222222222,-37.72222222222223,-23.666666666666664,-45.05555555555556,0.611111111111111,1.0,1.1111111111111112,72.22222222222223,0.16666666666666674,0.3888888888888889,9
3278,0,-59.620577128063815,0.14285714285714285,12.269841269841272,21.126984126984127,5.857142857142854,19.15873015873015,0.0793650793650793,-0.1428571428571428,0.4920634920634921,-50.3174603174603,-0.09523809523809523,-0.047619047619047616,-2
3279,1,178.31298159606808,-0.08333333333333334,-3.5833333333333357,0.27777777777777146,-9.916666666666664,-6.333333333333343,-0.4722222222222223,-1.8611111111111116,1.6388888888888888,-62.2777777777778,0.13888888888888884,0.3333333333333333,6
3280,0,-9.788174140199999,0.0888888888888889,32.17777777777778,63.53333333333334,18.93333333333333,49.91111111111111,-0.19999999999999996,0.37777777777777777,-1.1111111111111112,-104.24444444444445,0.0444444444444444,-0.2222222222222222,-4
3281,1,21.246788502030313,0.22222222222222227,10.44444444444445,7.7777777777777715,14.666666666666671,13.666666666666657,0.888888888888889,0.3333333333333335,0.8888888888888891,85.88888888888889,-0.11111111111111105,-0.2222222222222222,0
3283,0,1.3494546230267588,0.5,-25.0,-53.900000000000006,-23.4,-52.099999999999994,1.1,1.8000000000000003,0.0,5.0,0.19999999999999996,-0.2,5
3287,0,-246.027097679922,0.42857142857142855,7.0476190476190474,40.5952380952381,-5.595238095238095,25.452380952380963,-0.880952380952381,-4.023809523809524,-0.6666666666666666,-105.40476190476191,-0.23809523809523808,-0.6666666666666666,1
3294,1,43.78459649276442,0.05,-7.550000000000001,-14.299999999999997,2.0,-1.9500000000000028,0.2999999999999998,2.8,0.6499999999999999,71.9,-0.10000000000000009,0.19999999999999998,10
3296,1,-97.13678380494207,0.3333333333333333,-16.333333333333332,-27.166666666666664,-42.666666666666664,-55.33333333333333,-0.5,-0.6666666666666667,-0.6666666666666666,-203.16666666666666,-0.3333333333333333,0.0,0
3297,1,39.057097589056866,-0.2571428571428572,-4.571428571428573,-19.200000000000003,-4.9428571428571395,-17.214285714285715,-0.08571428571428572,-0.3142857142857143,1.1571428571428573,-23.599999999999994,0.1428571428571429,0.08571428571428569,4
3299,1,-86.88835911393107,0.5,11.357142857142861,-4.0,21.85714285714286,4.642857142857139,0.3571428571428571,0.6428571428571432,0.14285714285714285,94.85714285714285,-0.14285714285714285,0.0,7
3302,0,49.55536828679283,0.5,15.583333333333336,60.166666666666664,8.75,52.083333333333336,-0.6666666666666667,-1.6666666666666665,-0.6666666666666666,-192.91666666666666,-0.16666666666666674,-0.5,6
3304,1,-79.88557619389235,0.0,-7.666666666666664,-24.679487179487182,-5.012820512820511,-21.487179487179503,-1.6666666666666667,-1.7692307692307692,0.3076923076923077,-19.782051282051285,0.12820512820512825,0.07692307692307693,7
3307,1,-24.987180670031876,0.2857142857142857,21.71428571428571,54.42857142857142,33.14285714285714,68.14285714285714,1.0,1.5714285714285716,0.42857142857142855,83.57142857142857,-0.1428571428571428,0.14285714285714285,0
3315,1,35.61287810824865,-0.1090909090909091,34.654545454545456,72.39090909090909,65.9909090909091,106.63636363636363,1.690909090909091,1.5,-0.20909090909090908,89.98181818181818,0.12727272727272732,-0.3090909090909091,1
3316,1,70.23040069240005,0.4166666666666667,41.5,108.5,35.75,103.0,-0.8333333333333333,-2.666666666666667,-0.5833333333333333,-43.24999999999999,0.08333333333333337,-0.41666666666666674,0
3324,1,167.55542698108002,0.23529411764705882,2.9197860962566864,0.3422459893048071,10.342245989304807,8.294117647058826,-0.4117647058823529,-1.048128342245989,-0.18716577540106952,-27.743315508021396,0.01604278074866311,-0.09090909090909091,6
3325,0,-135.05447240910894,0.1111111111111111,-5.722222222222221,-18.055555555555557,-18.111111111111114,-32.0,-0.11111111111111094,-0.38888888888888884,-0.16666666666666666,-9.944444444444457,0.05555555555555558,0.0,3
3326,0,-72.40214664741939,0.1964285714285714,-17.910714285714285,-44.76785714285714,-17.732142857142854,-45.53571428571429,-0.2857142857142857,-1.8571428571428572,-0.0535714285714286,-45.607142857142854,-0.1785714285714286,0.0,-1
3328,1,110.68260748610919,0.5333333333333332,-9.733333333333334,-8.066666666666663,4.599999999999994,8.733333333333334,1.0666666666666667,1.0666666666666667,0.1333333333333333,88.8,-0.13333333333333341,0.0,10
3330,1,157.39724420763855,-0.10389610389610388,34.79220779220779,34.07792207792207,71.44155844155844,75.9090909090909,4.857142857142857,4.142857142857143,0.5454545454545454,297.7142857142857,0.051948051948051965,0.2727272727272727,4
3336,1,209.46516962425426,0.42823529411764705,5.34823529411765,28.470588235294116,-1.1576470588235281,21.98117647058823,-0.0823529411764706,-0.46588235294117647,0.09411764705882353,-49.091764705882355,0.12470588235294111,-0.2023529411764706,-8
3342,1,173.59324791017252,0.4,5.200000000000003,0.6333333333333258,-4.166666666666671,-8.366666666666674,0.0,1.0666666666666667,-1.0,-74.80000000000001,0.30000000000000004,0.0,-1
3343,1,63.19358163365041,-0.06060606060606061,17.06818181818182,46.43181818181819,13.88636363636364,45.70454545454547,0.4545454545454546,0.15151515151515182,0.09090909090909091,64.51515151515153,0.21969696969696967,0.0,-1
3344,1,151.88930743751803,-0.07142857142857142,-15.428571428571427,-36.285714285714285,-6.214285714285708,-26.57142857142857,0.21428571428571425,-0.8571428571428571,0.5714285714285714,62.857142857142854,0.2142857142857143,0.14285714285714285,-7
3345,0,52.400054951211814,0.023809523809523808,9.523809523809522,11.380952380952387,17.57142857142857,19.61904761904762,-0.19047619047619047,-2.404761904761905,0.19047619047619047,22.380952380952365,0.09523809523809523,0.16666666666666666,-1
3352,1,75.51288559135287,-0.196969696969697,13.909090909090907,18.318181818181813,33.757575757575765,40.287878787878796,0.6666666666666667,1.2575757575757578,0.4696969696969697,245.1818181818182,0.10606060606060608,0.1515151515151515,-5
3353,0,71.33277475191449,-0.4,-3.433333333333337,-27.183333333333323,8.25,-14.683333333333323,-0.3666666666666666,-1.1166666666666667,-0.09999999999999998,14.433333333333323,-0.016666666666666607,0.0,7
3356,1,-135.31806747766655,0.375,0.977941176470587,-17.084558823529406,12.716911764705884,-4.018382352941174,1.7941176470588234,3.452205882352941,-0.21691176470588236,185.30882352941177,-0.07352941176470584,0.0625,-1
3367,0,70.22997613914777,-0.009523809523809545,13.047619047619046,42.83809523809524,15.82857142857143,47.1047619047619,2.257142857142857,5.342857142857143,-0.2666666666666667,223.26666666666665,-0.02857142857142858,-0.0761904761904762,6
3372,0,24.76868251046949,-0.52,0.7199999999999989,9.479999999999997,12.399999999999999,22.75999999999999,2.4799999999999995,3.84,0.24,154.64000000000001,0.040000000000000036,0.16,20
3377,1,241.17109678425004,0.033333333333333326,-16.133333333333333,-37.449999999999996,-24.68333333333333,-46.68333333333334,-0.36666666666666664,-2.3333333333333335,0.0,-67.13333333333333,0.1166666666666667,0.1,5
3378,1,232.83262560378898,0.375,5.291666666666664,25.958333333333336,1.375,20.04166666666667,-1.9583333333333335,-4.0,0.5,-114.25,0.08333333333333337,0.375,2
3380,0,36.69761919143798,-0.1964285714285714,-9.107142857142854,-52.98214285714286,-4.25,-48.16071428571429,0.5892857142857143,0.4285714285714286,0.25,24.392857142857146,-0.0892857142857143,0.0,1
3383,0,-35.245539655773655,-0.3181818181818182,-40.81818181818182,-88.75757575757576,-48.90909090909091,-97.36363636363637,0.1515151515151516,0.30303030303030276,0.12121212121212122,-30.924242424242422,-0.04545454545454547,0.2727272727272727,5
3384,1,40.587625397606644,-0.015873015873015817,13.46031746031746,40.17460317460317,18.333333333333336,45.57142857142857,0.41269841269841273,0.031746031746031744,0.1111111111111111,55.65079365079366,0.12698412698412703,0.0,2
3387,0,-18.00873697085035,-0.3666666666666667,4.033333333333335,5.200000000000003,-23.43333333333333,-24.26666666666666,-0.4666666666666666,-1.2333333333333334,1.2666666666666666,-150.06666666666666,-0.16666666666666674,0.26666666666666666,9
3392,1,28.736103615105094,0.25,8.675,-14.350000000000001,0.6499999999999986,-22.75,0.4,-1.9249999999999998,0.09999999999999998,-67.85,0.22499999999999998,0.04999999999999999,3
3403,1,77.80382648795057,0.011904761904761918,-8.089285714285715,-30.154761904761898,-8.333333333333336,-31.92857142857143,-0.23809523809523814,-0.3035714285714288,0.11309523809523814,38.18452380952381,0.08333333333333337,0.25,-13
3404,1,-50.88632942744016,-0.05952380952380952,17.238095238095237,4.86904761904762,43.1547619047619,32.26190476190477,1.3928571428571428,1.9880952380952386,-0.05952380952380952,43.51190476190476,-0.1071428571428571,-0.20238095238095238,5
3408,1,65.17109870607078,0.10576923076923078,18.29807692307692,30.057692307692307,26.817307692307693,39.24038461538461,0.6057692307692308,-2.5480769230769234,0.14423076923076927,45.16346153846155,0.019230769230769273,0.028846153846153855,5
3421,1,200.27248127505777,0.4230769230769231,10.192307692307693,29.784615384615392,-1.2846153846153854,15.123076923076923,-1.2230769230769232,-2.9615384615384617,-0.3384615384615384,-177.4153846153846,0.06153846153846154,0.1,-3
3424,0,107.52144615068642,0.15789473684210525,2.796992481203006,23.150375939849624,6.13533834586466,26.61654135338346,1.030075187969925,1.62406015037594,1.0751879699248121,89.0827067669173,0.022556390977443552,-0.11278195488721804,12
3428,0,-121.65057664801998,0.2153846153846154,9.7,13.953846153846158,6.661538461538463,10.84615384615384,-0.29230769230769227,-1.8076923076923077,-0.22307692307692306,-57.70769230769231,-0.13076923076923075,-0.3,3
3429,1,199.1803704714664,0.0267379679144385,41.74331550802139,89.62566844919785,60.55080213903744,111.7326203208556,3.320855614973262,6.219251336898397,0.17112299465240643,266.3529411764706,0.03743315508021383,0.11764705882352941,6
3431,0,88.7370755531706,0.03859649122807017,-26.203508771929826,-78.1157894736842,-34.84912280701754,-88.63859649122807,-0.13684210526315788,-2.7052631578947364,0.5017543859649123,-42.028070175438586,0.03157894736842104,0.3017543859649123,4
3434,1,-54.6131127134513,0.12307692307692308,29.261538461538457,62.26153846153848,27.9076923076923,60.73846153846152,3.4923076923076923,5.015384615384615,0.3230769230769231,276.5230769230769,0.10769230769230775,-0.07692307692307693,-8
3439,0,255.5341151639425,0.3333333333333333,22.0,44.77777777777777,36.46666666666667,61.866666666666674,2.1333333333333333,3.1111111111111107,0.37777777777777777,173.33333333333334,0.19999999999999996,-0.37777777777777777,4
3440,0,-22.606943401831813,-0.07142857142857145,37.80952380952381,91.92857142857142,46.85714285714286,101.92857142857142,1.7142857142857142,1.595238095238095,0.26190476190476186,220.83333333333334,0.0,0.0,1
3443,1,201.05269482086692,0.22344322344322348,34.637362637362635,76.80952380952381,21.65567765567765,63.85714285714286,-1.1611721611721613,-2.750915750915751,-0.4249084249084249,-92.36630036630035,0.24542124542124544,0.15384615384615385,-8
3444,0,58.032961242505735,0.3,40.5,74.19999999999999,43.400000000000006,78.1,0.0,-0.8,-0.2,-44.7,0.19999999999999996,-0.4,5
3445,0,-65.1705934779061,-0.4666666666666666,-17.333333333333336,-32.8,-14.133333333333333,-27.9,-0.7333333333333334,-0.36666666666666714,1.2,161.4666666666667,0.0,0.6,-1
3449,1,146.490095362155,-0.11904761904761904,-20.761904761904763,-41.833333333333336,-0.6666666666666643,-16.66666666666667,2.0476190476190474,7.023809523809524,0.6190476190476191,250.85714285714286,-0.11904761904761907,-0.3333333333333333,15
3453,1,-38.73839920845535,-0.06593406593406592,1.8131868131868103,-12.92307692307692,0.0879120879120876,-18.21978021978022,-0.9230769230769231,-0.3406593406593408,1.087912087912088,-119.93406593406594,-0.24175824175824168,0.3956043956043956,6
3454,1,87.59407486798068,-0.15384615384615385,11.384615384615383,6.230769230769226,41.53846153846153,37.69230769230768,1.8461538461538463,4.76923076923077,0.846153846153846,91.46153846153848,0.15384615384615385,0.07692307692307693,0
3455,0,31.13464412377607,0.4653846153846154,14.07692307692308,38.96538461538461,2.3346153846153896,25.81153846153846,-0.8384615384615385,-2.3269230769230766,-0.65,-62.52692307692308,0.015384615384615441,-0.4,-7
3456,0,265.868144543314,0.20879120879120883,26.318681318681318,75.56043956043956,18.560439560439562,67.76923076923077,0.38461538461538464,0.18681318681318687,0.07692307692307693,-48.120879120879124,0.27472527472527475,0.0,6
3457,1,-40.42824092144292,0.05555555555555558,-1.4444444444444429,4.111111111111114,16.388888888888886,24.0,1.9444444444444442,3.0,0.5,191.61111111111111,-0.11111111111111116,-0.1111111111111111,0
3460,0,23.54039343725026,0.029605263157894746,5.927631578947368,8.3125,9.8125,14.36513157894737,1.1480263157894737,0.7072368421052633,0.2467105263157895,96.625,-0.016447368421052655,-0.032894736842105254,-3
3463,1,114.5604693569262,0.0787878787878788,10.309090909090905,14.218181818181819,-5.393939393939398,-4.448484848484853,-1.7515151515151517,-3.212121212121213,-0.6363636363636364,-75.35151515151514,0.09696969696969693,0.0,4
3465,1,-145.00570671634864,0.05555555555555555,43.388888888888886,69.77777777777777,77.5,108.16666666666666,1.5555555555555554,2.888888888888889,-0.1111111111111111,171.66666666666669,0.0,-0.1111111111111111,-9
3472,0,-134.6475591957137,-0.3142857142857143,6.342857142857145,10.714285714285708,9.314285714285717,12.257142857142867,-0.2,-0.6,0.0,-7.857142857142858,-0.3714285714285715,0.0,2
3474,0,-94.46924513407703,0.29044117647058826,7.430147058823529,15.830882352941174,9.209558823529413,18.341911764705884,-0.06985294117647056,0.10294117647058831,-0.0404411764705882,-87.1029411764706,-0.03308823529411764,-0.25,1
3475,1,95.031047543755,0.14685314685314682,3.5734265734265733,5.65734265734266,2.7132867132867133,4.5104895104895135,0.2377622377622377,-0.42657342657342645,-0.2027972027972028,17.748251748251747,0.034965034965035,0.09090909090909091,-2
3476,0,-105.84765762382312,0.19318181818181818,17.931818181818183,46.98863636363637,14.926136363636367,43.75568181818181,-0.3125,-0.5454545454545454,-0.45454545454545453,-67.75568181818181,-0.10227272727272729,-0.18181818181818182,5
3477,1,-116.92006065808255,0.2777777777777778,3.944444444444443,11.011111111111113,-12.155555555555559,-6.48888888888888,-0.14444444444444438,-0.9333333333333336,-0.033333333333333354,-78.46666666666667,-0.19999999999999996,-0.3,8
3489,0,47.072251621324085,-0.2,27.266666666666666,32.7,52.4,58.7,1.0666666666666664,3.533333333333334,-0.033333333333333354,136.4333333333333,0.06666666666666665,-0.2,1
3494,0,15.076362949544773,-0.125,16.875,19.375,25.5,27.625,0.25,-0.25,0.125,99.125,0.125,0.0,0
3495,1,13.768401570649985,0.75,5.5,-12.091911764705884,15.154411764705884,-0.8860294117647101,0.4191176470588235,-0.3602941176470589,0.1948529411764706,83.15073529411765,-0.07720588235294112,-0.058823529411764705,-1
3502,1,95.6761611629754,-0.23333333333333334,-38.2,-130.46666666666667,-20.93333333333333,-111.10000000000001,-0.5,-1.4,0.8666666666666667,-25.13333333333334,0.09999999999999998,0.13333333333333333,9
3504,1,266.73749332396574,0.3333333333333333,14.0,43.25,-13.599999999999994,14.983333333333348,-0.43333333333333335,-4.0,0.1333333333333333,12.583333333333343,0.2333333333333334,0.08333333333333333,7
3506,1,-116.37271507574792,0.10476190476190478,2.380952380952383,18.057142857142857,-24.638095238095236,-12.361904761904768,-0.6095238095238095,-0.01904761904761898,0.06666666666666667,-132.43809523809523,-0.3904761904761904,0.0,8
3507,0,183.40324715730276,-0.6,5.371428571428567,16.742857142857133,23.20952380952381,35.37142857142857,3.1714285714285717,6.076190476190477,0.4,212.80952380952382,-0.05714285714285705,0.0,8
3517,1,204.67563772904214,0.3333333333333333,12.833333333333334,32.666666666666664,14.666666666666664,36.16666666666667,0.8333333333333333,2.5000000000000004,-0.16666666666666663,38.0,0.33333333333333337,0.0,0
3520,1,9.876937402391604,-0.09090909090909091,38.27272727272727,88.36363636363636,32.41558441558442,82.78571428571429,-0.3311688311688311,-0.48051948051948057,0.33766233766233766,13.097402597402592,0.04545454545454547,-0.019480519480519487,3
3529,0,32.365668908441194,-0.2,32.77142857142857,81.45714285714286,29.742857142857147,78.45714285714286,-0.9142857142857146,1.5714285714285712,-0.2,120.28571428571428,0.11428571428571432,0.0,2
3530,0,195.10462664032798,0.8194444444444444,-3.0138888888888893,-57.388888888888886,-3.75,-58.56944444444445,-1.0416666666666665,-3.2777777777777777,0.12499999999999997,-52.736111111111114,0.18055555555555547,0.16666666666666666,-6
3531,0,118.1584354191682,0.0,-18.975,-41.5,-21.075000000000003,-44.32499999999999,-0.17500000000000004,-1.475,0.09999999999999998,-15.850000000000001,0.09999999999999998,-0.1,-2
3533,1,-202.98182129815996,-0.07142857142857142,11.714285714285712,5.857142857142861,31.642857142857142,29.285714285714292,-0.3571428571428571,-3.0000000000000004,0.21428571428571427,28.071428571428584,-0.1428571428571429,-0.14285714285714285,-7
3539,1,1.0078232567836949,0.2727272727272727,15.340909090909093,41.418181818181814,9.922727272727272,36.268181818181816,-0.018181818181818077,3.0318181818181817,0.21818181818181825,8.849999999999994,-0.0636363636363636,-0.3,2
3543,1,-108.36295017341013,0.07692307692307693,15.707692307692307,56.261538461538464,42.58461538461539,86.52307692307693,0.2923076923076924,2.415384615384615,-0.8923076923076925,72.72307692307692,-0.10769230769230775,-0.4,8
3544,1,-88.78250413400019,-0.2,43.5,89.70000000000002,53.3,105.69999999999999,2.9,4.6,-1.0,160.0,0.20000000000000007,-0.2,-5
3545,0,-45.88257701951102,0.2857142857142857,39.45238095238095,69.26190476190476,47.5,77.64285714285714,0.380952380952381,2.047619047619048,-0.3333333333333333,44.23809523809524,-0.09523809523809523,-0.16666666666666666,1
3547,0,228.83284617024174,0.7142857142857142,-3.0952380952380913,-19.23809523809524,-8.047619047619044,-25.76190476190476,-0.5238095238095238,-2.238095238095238,-0.6190476190476191,-33.28571428571428,0.38095238095238093,-0.38095238095238093,-14
3550,0,-25.028675190302238,0.4461538461538461,-2.446153846153848,-8.15384615384616,3.7846153846153854,-2.8615384615384727,-0.6000000000000001,-1.9846153846153851,-0.23076923076923078,-39.584615384615375,-0.1692307692307693,-0.07692307692307693,-8
3554,1,17.60117977431537,0.4461538461538461,7.061538461538461,28.515384615384615,4.838461538461537,26.638461538461534,0.2692307692307692,-0.12307692307692308,-0.09230769230769231,-8.06923076923077,-0.015384615384615441,-0.3076923076923077,-16
3569,1,123.06593618953548,-0.047619047619047616,10.57142857142857,8.142857142857142,10.619047619047619,8.619047619047617,0.14285714285714285,0.3333333333333335,-0.09523809523809523,83.76190476190476,0.1428571428571429,-0.19047619047619047,-14
3570,0,51.35137467093591,-0.023809523809523836,-20.031746031746035,-45.317460317460316,-21.007936507936506,-45.99206349206349,-0.365079365079365,-2.1666666666666665,0.373015873015873,33.75396825396825,-0.11904761904761907,0.2222222222222222,-5
3575,1,32.966973237325874,0.3333333333333333,16.055555555555554,6.7777777777777715,24.166666666666664,16.83333333333333,1.0,0.9444444444444446,-0.05555555555555558,100.55555555555554,0.0,0.3333333333333333,-9
3579,0,47.905371090362905,0.14285714285714285,7.035714285714285,21.875,3.142857142857146,17.42857142857143,0.6428571428571428,1.6428571428571428,-0.0357142857142857,107.41071428571428,0.1071428571428571,-0.07142857142857145,-1
3581,1,141.1711714832595,0.625,12.125,40.5,3.5833333333333357,30.75,-0.29166666666666674,-2.333333333333333,-0.3333333333333333,-88.08333333333334,0.25,-0.25,-4
3583,1,145.66363942932776,0.2444444444444444,11.42222222222222,34.22222222222223,-18.06666666666667,2.2666666666666657,-2.9333333333333336,-8.088888888888889,0.1111111111111111,-361.84444444444443,0.06666666666666665,0.0,4
3584,0,16.257724757010237,-0.4,34.111111111111114,99.33333333333334,49.288888888888884,117.13333333333334,0.19999999999999996,3.688888888888889,0.5555555555555556,41.022222222222226,0.06666666666666665,0.2222222222222222,4
3588,1,143.28715151716824,0.5961538461538461,23.682692307692307,51.94230769230769,16.884615384615387,43.38461538461539,-0.038461538461538436,-2.7884615384615383,-0.15384615384615385,-49.00961538461539,0.05769230769230771,-0.07692307692307693,-5
3589,0,-85.48381931389827,0.45454545454545453,-6.81818181818182,-26.515151515151516,6.045454545454547,-13.121212121212125,-1.0757575757575757,-3.393939393939394,-0.10606060606060608,-77.75757575757575,-0.2121212121212121,-0.07575757575757575,5
3595,0,127.72698275807397,-0.10714285714285715,-11.339285714285715,-42.19642857142857,11.714285714285715,-19.39285714285714,0.1785714285714286,-0.3928571428571428,0.23214285714285715,22.089285714285715,-0.0892857142857143,0.25,-6
3596,1,441.94746476862406,0.1388888888888889,39.91666666666667,67.9375,49.95833333333333,78.98611111111111,1.7291666666666667,2.666666666666667,0.625,182.73611111111111,0.1597222222222222,0.2013888888888889,7
3598,1,-63.106772541743794,0.46710526315789475,22.421052631578945,2.3684210526315823,30.42105263157895,10.05263157894737,0.03947368421052633,-1.210526315789474,-0.10526315789473684,107.19736842105263,-0.11184210526315785,-0.10526315789473684,-11
3599,0,-28.101845884026943,0.1875,-14.875,-32.625,-16.875,-35.1875,-0.6875,-1.375,-0.3125,-111.0,-0.25,-0.25,-8
3600,0,7.969988102302068,0.6904761904761905,1.047619047619051,10.42857142857143,-5.80952380952381,4.38095238095238,-0.26190476190476186,0.261904761904762,-0.2857142857142857,-30.952380952380953,0.11904761904761907,-0.5714285714285714,-1
3606,1,67.00023405433308,0.3333333333333333,11.700000000000003,11.700000000000003,21.700000000000003,23.36666666666666,-1.7666666666666666,-4.366666666666667,-1.0,-125.73333333333333,0.2333333333333334,-0.2,1
3611,0,92.93287721266029,0.2,6.100000000000001,-2.0,9.5,2.799999999999997,-0.20000000000000007,-1.9000000000000004,0.2,26.0,0.0,0.2,0
3613,1,11.46837135870851,0.25,-5.821428571428569,18.32142857142857,-19.589285714285715,1.7142857142857082,-3.732142857142857,-7.160714285714286,0.25,-222.17857142857144,-0.0714285714285714,0.0,1
3614,1,173.52706485588192,-0.08333333333333331,7.833333333333332,0.0833333333333286,21.500000000000004,14.916666666666671,0.75,0.8333333333333333,0.25,99.41666666666669,0.25,-0.16666666666666666,6
3615,1,13.955177051436294,0.3,5.050000000000001,5.483333333333334,-0.23333333333333073,-0.6499999999999986,-0.5833333333333334,-2.1166666666666667,-0.3,-71.25,0.06666666666666665,-0.15,-14
3617,1,-26.450435086341713,0.6,-9.033333333333339,-34.733333333333334,-6.033333333333331,-35.033333333333346,-0.5666666666666667,-0.2999999999999998,0.1,-23.099999999999994,-0.3666666666666667,0.0,9
3619,1,-113.04742785091685,0.16666666666666666,13.904761904761905,21.61904761904762,24.78571428571429,34.4047619047619,1.2619047619047619,3.5238095238095237,0.8095238095238095,244.54761904761907,0.16666666666666674,0.40476190476190477,-15
3620,1,97.6402708411515,-0.15454545454545454,-2.7409090909090885,-7.31818181818182,19.459090909090904,19.60454545454546,1.2136363636363638,4.195454545454545,0.3545454545454546,174.15454545454543,0.07727272727272727,0.21818181818181817,2
3622,0,123.63791804904622,-0.02777777777777779,12.555555555555557,14.472222222222229,31.15277777777777,35.41666666666666,0.6944444444444444,-0.20833333333333348,0.4305555555555556,79.95833333333334,0.29166666666666663,0.1111111111111111,1
3628,0,45.93581798603077,0.17272727272727276,25.618181818181814,84.72727272727273,19.53636363636364,78.35454545454546,0.018181818181818077,-0.5181818181818185,-0.4727272727272727,-23.572727272727278,0.30000000000000004,0.3,-12
