,event,date,fight_name,f1,f2,winner,method,fight_length,f1_kd,f1_sig_str_landed,f1_sig_str_att,f1_str_landed,f1_str_att,f1_td_comp,f1_td_att,f1_sub_att,f1_ctrl_time,f2_kd,f2_sig_str_landed,f2_sig_str_att,f2_str_landed,f2_str_att,f2_td_comp,f2_td_att,f2_sub_att,f2_ctrl_time,f1_avg_kd,f1_avg_sig_str_landed,f1_avg_sig_str_att,f1_avg_str_landed,f1_avg_str_att,f1_avg_td_comp,f1_avg_td_att,f1_avg_sub_att,f1_avg_ctrl_time,f2_avg_kd,f2_avg_sig_str_landed,f2_avg_sig_str_att,f2_avg_str_landed,f2_avg_str_att,f2_avg_td_comp,f2_avg_td_att,f2_avg_sub_att,f2_avg_ctrl_time,f1_win_rate,f1_finish_rate,f1_total_fights,f2_win_rate,f2_finish_rate,f2_total_fights,f1_elo,f2_elo
1739,UFC 138: Leben vs Munoz,2011-11-05,Chris Cope vs Che Mills,Chris Cope,Che Mills,Che Mills,KO/TKO,40,0.0,1.0,10.0,1.0,10.0,0.0,1.0,0.0,0.0,2.0,11.0,16.0,11.0,16.0,0.0,0.0,0.0,7.0,0.0,66.0,238.0,83.0,256.0,0.0,0.0,0.0,35.0,,,,,,,,,,1.0,0.0,1,,,0,1516.0,1500.0
1740,UFC 138: Leben vs Munoz,2011-11-05,Chris Cariaso vs Vaughan Lee,Chris Cariaso,Vaughan Lee,Chris Cariaso,Decision - Split,900,0.0,52.0,89.0,79.0,116.0,2.0,3.0,1.0,381.0,0.0,29.0,56.0,101.0,128.0,4.0,9.0,2.0,337.0,0.0,55.5,129.0,62.0,136.5,0.5,4.0,0.0,65.5,,,,,,,,,,0.5,0.0,2,,,0,1499.2976013366472,1500.0
1741,UFC 138: Leben vs Munoz,2011-11-05,Chris Leben vs Mark Munoz,Chris Leben,Mark Munoz,Mark Munoz,KO/TKO,600,0.0,12.0,35.0,61.0,88.0,2.0,2.0,2.0,86.0,0.0,39.0,74.0,55.0,92.0,5.0,9.0,0.0,376.0,0.2777777777777778,26.61111111111111,61.388888888888886,82.72222222222223,121.11111111111111,0.8333333333333334,1.5555555555555556,0.4444444444444444,153.61111111111111,0.25,27.5,64.875,44.25,82.25,0.75,4.0,0.5,128.875,0.6666666666666666,0.5,18,0.75,0.375,8,1564.3844922418793,1571.4556802691166
1742,UFC on FOX: Velasquez vs Dos Santos,2011-11-12,Alex Caceres vs Cole Escovedo,Alex Caceres,Cole Escovedo,Alex Caceres,Decision - Unanimous,900,0.0,102.0,174.0,110.0,182.0,0.0,0.0,1.0,51.0,0.0,24.0,58.0,28.0,63.0,2.0,4.0,0.0,116.0,0.0,7.5,16.0,15.0,24.0,0.0,0.0,0.0,65.5,0.0,37.5,69.5,64.5,97.5,3.0,3.5,0.0,276.5,0.0,0.0,2,0.0,0.0,2,1468.736306793522,1468.736306793522
1743,UFC on FOX: Velasquez vs Dos Santos,2011-11-12,Cub Swanson vs Ricardo Lamas,Cub Swanson,Ricardo Lamas,Ricardo Lamas,Submission,436,0.0,17.0,43.0,20.0,47.0,1.0,1.0,1.0,42.0,0.0,9.0,30.0,17.0,38.0,2.0,4.0,1.0,174.0,,,,,,,,,,0.0,6.0,30.0,18.0,42.0,0.0,1.0,0.0,0.0,,,0,1.0,1.0,1,1500.0,1514.5679255726398
1744,UFC on FOX: Velasquez vs Dos Santos,2011-11-12,Cain Velasquez vs Junior Dos Santos,Cain Velasquez,Junior Dos Santos,Junior Dos Santos,KO/TKO,64,0.0,7.0,14.0,7.0,14.0,0.0,1.0,0.0,0.0,1.0,8.0,13.0,12.0,19.0,0.0,0.0,0.0,8.0,0.8571428571428571,41.857142857142854,68.71428571428571,99.28571428571429,134.28571428571428,2.142857142857143,3.142857142857143,0.2857142857142857,227.42857142857142,0.2857142857142857,36.857142857142854,80.42857142857143,40.57142857142857,85.42857142857143,0.5714285714285714,0.8571428571428571,0.0,12.571428571428571,1.0,0.8571428571428571,7,1.0,0.7142857142857143,7,1606.1552201966997,1604.6221263464074
1745,UFC on FOX: Velasquez vs Dos Santos,2011-11-12,Aaron Rosa vs Matt Lucas,Aaron Rosa,Matt Lucas,Aaron Rosa,Decision - Majority,900,0.0,59.0,99.0,256.0,311.0,0.0,0.0,0.0,52.0,0.0,19.0,39.0,48.0,75.0,1.0,10.0,0.0,412.0,0.0,73.0,179.0,135.0,258.0,0.0,1.0,0.0,8.0,,,,,,,,,,0.0,0.0,1,,,0,1483.9009360911255,1500.0
1746,UFC on FOX: Velasquez vs Dos Santos,2011-11-12,Clay Guida vs Benson Henderson,Clay Guida,Benson Henderson,Benson Henderson,Decision - Unanimous,900,0.0,11.0,40.0,35.0,65.0,2.0,9.0,4.0,169.0,1.0,40.0,89.0,102.0,158.0,2.0,7.0,0.0,447.0,0.21428571428571427,28.214285714285715,80.92857142857143,62.42857142857143,119.5,3.2857142857142856,7.928571428571429,0.6428571428571429,358.57142857142856,0.0,60.5,129.0,116.5,192.5,5.0,5.5,1.0,477.0,0.6428571428571429,0.35714285714285715,14,1.0,0.0,2,1572.5459706128393,1538.0405658641064
1747,UFC on FOX: Velasquez vs Dos Santos,2011-11-12,Dustin Poirier vs Pablo Garza,Dustin Poirier,Pablo Garza,Dustin Poirier,Submission,392,0.0,17.0,47.0,31.0,63.0,1.0,1.0,1.0,175.0,0.0,14.0,34.0,24.0,44.0,0.0,2.0,1.0,0.0,0.0,77.0,147.0,95.0,167.5,2.5,4.5,0.0,374.5,0.5,14.5,27.5,18.0,31.0,0.0,0.5,0.5,13.5,1.0,0.0,2,1.0,1.0,2,1531.263693206478,1531.263693206478
1748,UFC on FOX: Velasquez vs Dos Santos,2011-11-12,Norifumi Yamamoto vs Darren Uyenoyama,Norifumi Yamamoto,Darren Uyenoyama,Darren Uyenoyama,Decision - Unanimous,900,0.0,15.0,28.0,27.0,40.0,1.0,4.0,0.0,250.0,0.0,15.0,18.0,84.0,100.0,2.0,3.0,1.0,348.0,0.0,16.0,65.0,17.0,66.0,0.0,2.0,0.0,27.0,,,,,,,,,,0.0,0.0,1,,,0,1484.0,1500.0
1749,UFC on FOX: Velasquez vs Dos Santos,2011-11-12,DaMarques Johnson vs Clay Harvison,DaMarques Johnson,Clay Harvison,DaMarques Johnson,KO/TKO,94,1.0,6.0,20.0,6.0,20.0,0.0,0.0,0.0,2.0,0.0,6.0,21.0,6.0,21.0,0.0,0.0,0.0,0.0,0.16666666666666666,15.833333333333334,42.166666666666664,22.833333333333332,50.166666666666664,0.5,1.1666666666666667,0.3333333333333333,83.66666666666667,0.5,41.5,98.5,64.5,127.5,3.5,11.0,0.5,282.5,0.5,0.5,6,0.5,0.0,2,1502.3432291449665,1498.5304984710244
1750,UFC on FOX: Velasquez vs Dos Santos,2011-11-12,Mike Pierce vs Paul Bradley,Mike Pierce,Paul Bradley,Mike Pierce,Decision - Split,900,0.0,75.0,144.0,133.0,206.0,0.0,1.0,0.0,36.0,0.0,63.0,145.0,69.0,155.0,0.0,4.0,0.0,63.0,0.16666666666666666,34.5,81.16666666666667,84.5,134.83333333333334,3.3333333333333335,6.166666666666667,0.5,456.3333333333333,0.0,13.0,67.0,19.0,75.0,3.0,12.0,0.0,155.0,0.6666666666666666,0.3333333333333333,6,0.0,0.0,1,1535.6224556077245,1483.2975328274754
1751,UFC 139: Shogun vs Henderson,2011-11-19,Rick Story vs Martin Kampmann,Rick Story,Martin Kampmann,Martin Kampmann,Decision - Split,900,0.0,61.0,170.0,73.0,183.0,1.0,3.0,0.0,37.0,0.0,38.0,147.0,55.0,165.0,3.0,9.0,1.0,295.0,0.125,40.75,102.5,75.25,138.875,2.875,5.875,1.625,309.0,0.25,22.5,59.666666666666664,30.75,68.33333333333333,0.5,1.9166666666666667,0.8333333333333334,96.33333333333333,0.75,0.25,8,0.6666666666666666,0.4166666666666667,12,1565.537880749017,1545.6526905363362
1752,UFC 139: Shogun vs Henderson,2011-11-19,Matt Brown vs Seth Baczynski,Matt Brown,Seth Baczynski,Seth Baczynski,Submission,342,0.0,19.0,34.0,28.0,43.0,1.0,1.0,0.0,56.0,0.0,17.0,49.0,22.0,55.0,1.0,5.0,1.0,163.0,0.4444444444444444,27.333333333333332,47.666666666666664,49.55555555555556,72.22222222222223,0.7777777777777778,1.2222222222222223,1.5555555555555556,133.44444444444446,0.5,31.5,75.5,45.5,91.0,0.0,2.0,2.0,129.0,0.5555555555555556,0.4444444444444444,9,0.5,0.5,2,1511.8977225534065,1501.4695015289756
1753,UFC 139: Shogun vs Henderson,2011-11-19,Tom Lawlor vs Chris Weidman,Tom Lawlor,Chris Weidman,Chris Weidman,Submission,127,0.0,2.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,6.0,1.0,1.0,1.0,87.0,0.2,31.4,63.6,66.0,101.0,2.6,6.6,1.2,329.0,0.0,26.0,61.0,65.0,107.5,3.0,4.5,0.5,352.0,0.6,0.2,5,1.0,0.5,2,1512.4211574484777,1532.8307058065973
1754,UFC 139: Shogun vs Henderson,2011-11-19,Miguel Torres vs Nick Pace,Miguel Torres,Nick Pace,Miguel Torres,Decision - Unanimous,900,0.0,64.0,122.0,150.0,212.0,0.0,1.0,0.0,203.0,0.0,31.0,69.0,41.0,79.0,1.0,3.0,0.0,185.0,0.0,41.5,103.5,84.0,151.5,0.0,0.5,1.5,136.5,0.0,24.5,80.0,45.5,105.0,4.5,6.5,1.0,334.5,0.5,0.0,2,0.5,0.5,2,1500.0,1499.3038008146432
1755,UFC 139: Shogun vs Henderson,2011-11-19,Gleison Tibau vs Rafael Dos Anjos,Gleison Tibau,Rafael Dos Anjos,Gleison Tibau,Decision - Split,900,0.0,56.0,128.0,64.0,136.0,2.0,4.0,0.0,103.0,0.0,25.0,96.0,39.0,110.0,0.0,8.0,0.0,121.0,0.14285714285714285,17.0,54.0,47.07142857142857,87.85714285714286,4.071428571428571,6.571428571428571,0.8571428571428571,306.14285714285717,0.14285714285714285,18.142857142857142,70.85714285714286,29.571428571428573,83.57142857142857,1.0,2.142857142857143,0.8571428571428571,107.0,0.6428571428571429,0.2857142857142857,14,0.5714285714285714,0.2857142857142857,7,1561.3754312769104,1526.6079287413622
1756,UFC 139: Shogun vs Henderson,2011-11-19,Michael McDonald vs Alex Soto,Michael McDonald,Alex Soto,Michael McDonald,KO/TKO,56,2.0,12.0,24.0,12.0,24.0,0.0,0.0,0.0,7.0,0.0,6.0,8.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,41.5,87.0,47.5,95.0,3.0,3.5,1.5,184.5,,,,,,,,,,1.0,0.0,2,,,0,1531.9660918698307,1500.0
1757,UFC 139: Shogun vs Henderson,2011-11-19,Danny Castillo vs Shamar Bailey,Danny Castillo,Shamar Bailey,Danny Castillo,KO/TKO,292,0.0,22.0,34.0,45.0,61.0,3.0,3.0,0.0,276.0,0.0,3.0,4.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,38.5,66.5,64.5,94.5,3.0,7.5,0.0,249.5,0.0,34.0,137.5,49.0,155.5,2.5,7.0,0.0,286.5,0.5,0.0,2,0.5,0.0,2,1501.6468683448197,1500.7263228023603
1758,UFC 139: Shogun vs Henderson,2011-11-19,Stephan Bonnar vs Kyle Kingsbury,Stephan Bonnar,Kyle Kingsbury,Stephan Bonnar,Decision - Unanimous,900,0.0,36.0,74.0,133.0,183.0,4.0,6.0,1.0,635.0,0.0,31.0,53.0,38.0,60.0,0.0,0.0,0.0,58.0,0.15384615384615385,31.615384615384617,79.84615384615384,64.92307692307692,116.61538461538461,1.0,2.4615384615384617,0.9230769230769231,212.0,0.0,43.2,102.8,69.0,130.0,3.0,6.2,0.0,161.6,0.5384615384615384,0.3076923076923077,13,0.8,0.2,5,1520.5105545238648,1547.200647154902
1759,UFC 139: Shogun vs Henderson,2011-11-19,Mauricio Rua vs Dan Henderson,Mauricio Rua,Dan Henderson,Dan Henderson,Decision - Unanimous,1500,0.0,96.0,194.0,191.0,293.0,5.0,10.0,1.0,546.0,1.0,77.0,141.0,113.0,179.0,1.0,4.0,1.0,265.0,0.7142857142857143,33.57142857142857,64.57142857142857,45.285714285714285,77.42857142857143,0.8571428571428571,2.857142857142857,0.2857142857142857,104.85714285714286,0.42857142857142855,32.0,69.14285714285714,45.285714285714285,84.14285714285714,1.1428571428571428,4.428571428571429,0.7142857142857143,137.14285714285714,0.5714285714285714,0.5714285714285714,7,0.7142857142857143,0.14285714285714285,7,1539.6318324192453,1558.9484988521788
1760,UFC 139: Shogun vs Henderson,2011-11-19,Urijah Faber vs Brian Bowles,Urijah Faber,Brian Bowles,Urijah Faber,Submission,387,1.0,36.0,61.0,44.0,69.0,1.0,1.0,1.0,139.0,0.0,13.0,68.0,14.0,69.0,0.0,0.0,0.0,0.0,0.0,49.5,140.0,59.5,151.5,1.5,8.0,0.0,175.5,0.0,15.5,69.0,25.5,80.5,0.0,0.0,0.0,21.0,0.5,0.0,2,1.0,0.5,2,1499.263693206478,1532.0
1761,UFC 139: Shogun vs Henderson,2011-11-19,Wanderlei Silva vs Cung Le,Wanderlei Silva,Cung Le,Wanderlei Silva,KO/TKO,589,1.0,43.0,104.0,51.0,112.0,0.0,0.0,0.0,13.0,0.0,32.0,81.0,32.0,81.0,0.0,1.0,0.0,0.0,0.5555555555555556,20.11111111111111,65.77777777777777,41.22222222222222,87.77777777777777,0.2222222222222222,0.3333333333333333,0.1111111111111111,19.0,,,,,,,,,,0.3333333333333333,0.2222222222222222,9,,,0,1480.1503628522446,1500.0
1762,UFC 139: Shogun vs Henderson,2011-11-19,Ryan Bader vs Jason Brilz,Ryan Bader,Jason Brilz,Ryan Bader,KO/TKO,77,1.0,6.0,14.0,6.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,1.0,13.0,0.0,0.0,0.0,0.0,0.5714285714285714,24.428571428571427,69.42857142857143,44.142857142857146,91.71428571428571,2.2857142857142856,5.428571428571429,0.2857142857142857,197.57142857142858,0.0,25.333333333333332,64.5,45.333333333333336,86.0,0.6666666666666666,3.8333333333333335,0.3333333333333333,138.66666666666666,0.7142857142857143,0.2857142857142857,7,0.5,0.16666666666666666,6,1543.630241182651,1499.6392581833247
1763,The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,Tony Ferguson vs Yves Edwards,Tony Ferguson,Yves Edwards,Tony Ferguson,Decision - Unanimous,900,0.0,61.0,232.0,62.0,234.0,1.0,1.0,1.0,10.0,0.0,45.0,150.0,45.0,150.0,0.0,3.0,0.0,3.0,0.5,26.0,60.0,30.0,64.0,1.0,1.5,0.0,38.0,0.14285714285714285,14.571428571428571,48.785714285714285,29.214285714285715,64.85714285714286,0.8571428571428571,3.642857142857143,0.5714285714285714,111.5,1.0,0.5,2,0.6428571428571429,0.42857142857142855,14,1530.9129838782183,1550.8567440788277
1764,The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,TJ Dillashaw vs John Dodson,TJ Dillashaw,John Dodson,John Dodson,KO/TKO,114,0.0,2.0,21.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0,7.0,24.0,8.0,25.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,0,,,0,1500.0,1500.0
1765,The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,Michael Bisping vs Jason Miller,Michael Bisping,Jason Miller,Michael Bisping,KO/TKO,814,0.0,102.0,192.0,150.0,244.0,0.0,0.0,0.0,192.0,0.0,27.0,119.0,38.0,131.0,1.0,11.0,0.0,149.0,0.2857142857142857,46.0,119.14285714285714,57.857142857142854,133.21428571428572,1.5,2.857142857142857,0.35714285714285715,81.85714285714286,0.0,16.0,41.0,28.0,53.0,1.0,6.0,0.0,99.0,0.7857142857142857,0.5,14,0.0,0.0,1,1602.3669163711531,1484.8659963388345
1766,The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,Diego Brandao vs Dennis Bermudez,Diego Brandao,Dennis Bermudez,Diego Brandao,Submission,291,1.0,19.0,39.0,23.0,43.0,1.0,1.0,1.0,26.0,1.0,25.0,78.0,31.0,84.0,1.0,1.0,0.0,61.0,,,,,,,,,,,,,,,,,,,,,0,,,0,1500.0,1500.0
1767,The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,Louis Gaudinot vs Johnny Bedford,Louis Gaudinot,Johnny Bedford,Johnny Bedford,KO/TKO,718,0.0,6.0,29.0,18.0,41.0,0.0,2.0,0.0,0.0,1.0,82.0,140.0,155.0,229.0,4.0,6.0,0.0,561.0,,,,,,,,,,,,,,,,,,,,,0,,,0,1500.0,1500.0
1768,The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,Steven Siler vs Josh Clopton,Steven Siler,Josh Clopton,Steven Siler,Decision - Unanimous,900,0.0,72.0,133.0,133.0,196.0,0.0,1.0,2.0,23.0,0.0,43.0,62.0,84.0,105.0,4.0,6.0,0.0,465.0,,,,,,,,,,,,,,,,,,,,,0,,,0,1500.0,1500.0
1769,The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,Dustin Pague vs John Albert,Dustin Pague,John Albert,John Albert,KO/TKO,69,0.0,3.0,10.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,21.0,34.0,36.0,49.0,0.0,0.0,0.0,47.0,,,,,,,,,,,,,,,,,,,,,0,,,0,1500.0,1500.0
1770,The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,Roland Delorme vs Josh Ferguson,Roland Delorme,Josh Ferguson,Roland Delorme,Submission,622,1.0,36.0,53.0,86.0,104.0,2.0,5.0,2.0,88.0,0.0,34.0,58.0,50.0,80.0,0.0,1.0,0.0,299.0,,,,,,,,,,,,,,,,,,,,,0,,,0,1500.0,1500.0
1771,The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,Bryan Caraway vs Dustin Neace,Bryan Caraway,Dustin Neace,Bryan Caraway,Submission,518,0.0,23.0,53.0,32.0,65.0,3.0,3.0,1.0,185.0,0.0,18.0,55.0,35.0,72.0,0.0,1.0,1.0,55.0,,,,,,,,,,,,,,,,,,,,,0,,,0,1500.0,1500.0
1772,The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,Marcus Brimage vs Stephen Bass,Marcus Brimage,Stephen Bass,Marcus Brimage,Decision - Unanimous,900,0.0,88.0,197.0,99.0,211.0,1.0,1.0,0.0,42.0,0.0,73.0,140.0,78.0,145.0,0.0,6.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,0,,,0,1500.0,1500.0
1773,UFC 140: Jones vs Machida,2011-12-10,Claude Patrick vs Brian Ebersole,Claude Patrick,Brian Ebersole,Brian Ebersole,Decision - Split,900,0.0,28.0,47.0,65.0,84.0,0.0,3.0,3.0,85.0,0.0,23.0,39.0,53.0,74.0,2.0,12.0,0.0,539.0,0.0,21.666666666666668,40.0,46.0,66.66666666666667,2.6666666666666665,4.0,1.0,438.0,0.0,21.5,45.0,52.5,81.0,0.0,0.0,2.5,109.0,1.0,0.3333333333333333,3,1.0,0.5,2,1547.4120210655235,1532.7017821352435
1774,UFC 140: Jones vs Machida,2011-12-10,John Makdessi vs Dennis Hallman,John Makdessi,Dennis Hallman,Dennis Hallman,Submission,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,40.0,54.0,1.0,3.0,1.0,166.0,1.0,62.0,112.5,66.0,118.5,0.0,0.0,0.0,10.0,0.125,11.75,25.125,37.0,53.125,1.125,3.75,1.125,210.375,1.0,0.5,2,0.375,0.25,8,1531.3237289026029,1482.2532729397867
1775,UFC 140: Jones vs Machida,2011-12-10,Jared Hamman vs Constantinos Philippou,Jared Hamman,Constantinos Philippou,Constantinos Philippou,KO/TKO,191,0.0,9.0,25.0,9.0,25.0,0.0,1.0,0.0,5.0,3.0,21.0,32.0,23.0,34.0,1.0,1.0,1.0,46.0,0.25,51.75,123.25,109.25,187.25,0.5,1.0,0.0,165.25,0.5,33.0,74.0,79.0,130.0,2.5,5.5,0.5,426.5,0.5,0.25,4,0.5,0.0,2,1502.1004135766975,1501.9524634726051
1776,UFC 140: Jones vs Machida,2011-12-10,Krzysztof Soszynski vs Igor Pokrajac,Krzysztof Soszynski,Igor Pokrajac,Igor Pokrajac,KO/TKO,35,0.0,4.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,21.0,31.0,21.0,31.0,0.0,0.0,0.0,5.0,0.125,35.5,86.375,53.75,106.5,0.375,1.375,0.75,160.25,0.4,19.6,44.8,32.6,58.8,1.0,2.6,0.2,86.6,0.75,0.375,8,0.4,0.4,5,1552.7763242255164,1487.9863952975725
1777,UFC 140: Jones vs Machida,2011-12-10,Mark Hominick vs Chan Sung Jung,Mark Hominick,Chan Sung Jung,Chan Sung Jung,KO/TKO,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0,6.0,10.0,0.0,0.0,0.0,3.0,0.5,36.25,103.25,57.5,128.75,0.25,0.5,0.25,74.75,0.0,15.0,87.0,16.0,88.0,0.0,1.0,0.0,0.0,0.75,0.5,4,1.0,1.0,1,1529.6086535588638,1516.1545338579247
1778,UFC 140: Jones vs Machida,2011-12-10,Jon Jones vs Lyoto Machida,Jon Jones,Lyoto Machida,Jon Jones,Submission,566,1.0,24.0,53.0,26.0,55.0,1.0,2.0,1.0,87.0,0.0,13.0,38.0,13.0,38.0,0.0,1.0,0.0,0.0,0.2222222222222222,37.55555555555556,71.55555555555556,52.0,87.66666666666667,2.2222222222222223,3.4444444444444446,0.6666666666666666,198.22222222222223,0.09090909090909091,17.90909090909091,43.90909090909091,30.272727272727273,57.0,0.5454545454545454,3.8181818181818183,0.45454545454545453,61.54545454545455,0.8888888888888888,0.6666666666666666,9,0.8181818181818182,0.36363636363636365,11,1611.6427731756887,1602.8252634728547
1779,UFC 140: Jones vs Machida,2011-12-10,Tito Ortiz vs Rogerio Nogueira,Tito Ortiz,Rogerio Nogueira,Rogerio Nogueira,KO/TKO,195,0.0,9.0,17.0,13.0,21.0,0.0,1.0,0.0,56.0,1.0,54.0,90.0,80.0,119.0,0.0,0.0,0.0,96.0,0.08333333333333333,26.041666666666668,54.291666666666664,64.625,95.33333333333333,2.1666666666666665,4.666666666666667,0.2916666666666667,274.75,0.0,19.0,65.5,31.75,83.25,1.5,4.25,0.25,99.0,0.625,0.375,24,0.5,0.25,4,1574.4466552042607,1505.2399679903974
1780,UFC 140: Jones vs Machida,2011-12-10,Frank Mir vs Antonio Rodrigo Nogueira,Frank Mir,Antonio Rodrigo Nogueira,Frank Mir,Submission,218,0.0,6.0,8.0,7.0,9.0,1.0,2.0,1.0,73.0,0.0,21.0,27.0,42.0,48.0,0.0,1.0,1.0,110.0,0.3333333333333333,12.722222222222221,25.555555555555557,22.72222222222222,36.5,1.0,1.9444444444444444,1.0555555555555556,110.05555555555556,0.3333333333333333,25.0,77.66666666666667,38.0,91.33333333333333,0.0,0.16666666666666666,0.0,74.83333333333333,0.7222222222222222,0.5555555555555556,18,0.6666666666666666,0.3333333333333333,6,1597.7457142873434,1543.588228897826
1781,UFC 140: Jones vs Machida,2011-12-10,Mark Bocek vs Nik Lentz,Mark Bocek,Nik Lentz,Mark Bocek,Decision - Unanimous,900,0.0,46.0,85.0,102.0,143.0,5.0,7.0,0.0,701.0,0.0,10.0,31.0,123.0,145.0,0.0,0.0,3.0,45.0,0.0,15.333333333333334,41.44444444444444,46.111111111111114,75.11111111111111,2.5555555555555554,6.222222222222222,1.3333333333333333,329.8888888888889,0.0,36.6,77.6,79.6,126.4,3.8,10.0,1.2,374.4,0.5555555555555556,0.4444444444444444,9,1.0,0.2,5,1516.6710043635953,1576.5520485010018
1782,UFC 140: Jones vs Machida,2011-12-10,Rich Attonito vs Jake Hecht,Rich Attonito,Jake Hecht,Jake Hecht,KO/TKO,370,0.0,17.0,27.0,42.0,56.0,1.0,2.0,0.0,244.0,0.0,33.0,47.0,44.0,59.0,0.0,1.0,0.0,13.0,0.5,30.25,65.25,53.5,91.75,0.5,1.5,0.0,170.75,,,,,,,,,,0.75,0.25,4,,,0,1530.1065760517095,1500.0
1783,UFC 140: Jones vs Machida,2011-12-10,Walel Watson vs Yves Jabouin,Walel Watson,Yves Jabouin,Yves Jabouin,Decision - Split,900,0.0,47.0,163.0,60.0,178.0,0.0,1.0,2.0,76.0,0.0,33.0,90.0,33.0,90.0,2.0,6.0,0.0,101.0,2.0,9.0,28.0,9.0,28.0,0.0,0.0,0.0,4.0,0.0,29.5,75.0,39.0,86.5,1.5,4.0,1.0,88.5,1.0,1.0,1,0.5,0.0,2,1516.0,1501.4049280472937
1784,UFC 140: Jones vs Machida,2011-12-10,Mitch Clarke vs John Cholish,Mitch Clarke,John Cholish,John Cholish,KO/TKO,576,0.0,17.0,131.0,25.0,139.0,0.0,3.0,0.0,16.0,0.0,55.0,80.0,69.0,95.0,1.0,6.0,0.0,173.0,,,,,,,,,,,,,,,,,,,,,0,,,0,1500.0,1500.0
1785,UFC 141: Lesnar vs Overeem,2011-12-30,Jacob Volkmann vs Efrain Escudero,Jacob Volkmann,Efrain Escudero,Jacob Volkmann,Decision - Unanimous,900,0.0,17.0,35.0,85.0,108.0,3.0,9.0,2.0,681.0,0.0,7.0,18.0,53.0,64.0,0.0,0.0,4.0,75.0,0.0,16.833333333333332,45.5,49.5,83.0,2.6666666666666665,4.0,1.8333333333333333,362.1666666666667,0.2,20.8,69.2,43.2,92.4,0.4,2.4,1.0,71.4,0.6666666666666666,0.0,6,0.6,0.2,5,1537.614921694622,1514.4548561870288
1786,UFC 141: Lesnar vs Overeem,2011-12-30,Manvel Gamburyan vs Diego Nunes,Manvel Gamburyan,Diego Nunes,Diego Nunes,Decision - Unanimous,900,0.0,19.0,56.0,25.0,63.0,2.0,17.0,0.0,211.0,0.0,42.0,91.0,42.0,91.0,0.0,0.0,0.0,55.0,0.0,13.333333333333334,34.0,24.833333333333332,46.666666666666664,1.0,4.833333333333333,0.6666666666666666,104.0,0.5,48.0,107.5,54.5,115.0,1.0,1.5,0.0,134.0,0.3333333333333333,0.3333333333333333,6,0.5,0.0,2,1469.5398727926704,1503.0709745598986
1787,UFC 141: Lesnar vs Overeem,2011-12-30,Dong Hyun Kim vs Sean Pierson,Dong Hyun Kim,Sean Pierson,Dong Hyun Kim,Decision - Unanimous,900,1.0,53.0,124.0,61.0,134.0,2.0,4.0,0.0,128.0,0.0,32.0,121.0,54.0,145.0,0.0,2.0,0.0,129.0,0.0,28.0,45.166666666666664,56.5,76.33333333333333,3.3333333333333335,6.333333333333333,0.3333333333333333,439.0,0.5,57.5,133.5,75.5,154.5,0.5,1.5,0.5,111.0,0.8333333333333334,0.16666666666666666,6,0.5,0.0,2,1560.502638837347,1503.4112259976773
1788,UFC 141: Lesnar vs Overeem,2011-12-30,Anthony Njokuani vs Danny Castillo,Anthony Njokuani,Danny Castillo,Danny Castillo,Decision - Split,900,0.0,44.0,98.0,67.0,122.0,0.0,2.0,1.0,19.0,0.0,33.0,71.0,59.0,102.0,6.0,18.0,0.0,484.0,0.0,94.0,199.5,98.0,204.0,1.5,2.0,0.0,47.0,0.0,26.666666666666668,45.666666666666664,50.0,70.66666666666667,2.0,5.0,0.0,166.33333333333334,0.5,0.0,2,0.6666666666666666,0.3333333333333333,3,1500.8136392771244,1517.6044757551497
