,event,date,fight_name,f1,f2,winner,method,fight_length,f1_kd,f1_sig_str_landed,f1_sig_str_att,f1_str_landed,f1_str_att,f1_td_comp,f1_td_att,f1_sub_att,f1_ctrl_time,f2_kd,f2_sig_str_landed,f2_sig_str_att,f2_str_landed,f2_str_att,f2_td_comp,f2_td_att,f2_sub_att,f2_ctrl_time,f1_avg_kd,f1_avg_sig_str_landed,f1_avg_sig_str_att,f1_avg_str_landed,f1_avg_str_att,f1_avg_td_comp,f1_avg_td_att,f1_avg_sub_att,f1_avg_ctrl_time,f2_avg_kd,f2_avg_sig_str_landed,f2_avg_sig_str_att,f2_avg_str_landed,f2_avg_str_att,f2_avg_td_comp,f2_avg_td_att,f2_avg_sub_att,f2_avg_ctrl_time,f1_win_rate,f1_finish_rate,f1_total_fights,f2_win_rate,f2_finish_rate,f2_total_fights,f1_elo,f2_elo
4663,UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Alexis Davis vs Katlyn Cerminara,Alexis Davis,Katlyn Cerminara,Katlyn Cerminara,Decision - Unanimous,900,0.0,70.0,201.0,77.0,208.0,1.0,2.0,0.0,19.0,0.0,62.0,202.0,62.0,202.0,0.0,0.0,0.0,0.0,0.0,34.75,84.625,85.75,142.5,0.625,1.625,1.125,227.25,0.25,57.5,172.0,74.0,190.0,0.25,1.0,0.0,13.0,0.75,0.125,8,0.75,0.0,4,1556.1416329003655,1529.3799770532592
4664,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Cub Swanson vs Renato Moicano,Cub Swanson,Renato Moicano,Renato Moicano,Submission,255,0.0,20.0,38.0,20.0,38.0,0.0,0.0,0.0,0.0,1.0,17.0,47.0,23.0,53.0,1.0,2.0,1.0,81.0,0.4,64.46666666666667,126.13333333333334,76.6,139.86666666666667,0.7333333333333333,1.2666666666666666,0.13333333333333333,65.86666666666666,0.0,59.4,146.2,62.0,149.0,1.6,3.8,0.2,60.4,0.6666666666666666,0.26666666666666666,15,0.8,0.2,5,1576.3979283217102,1548.5724423668487
4665,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Polyana Viana vs JJ Aldrich,Polyana Viana,JJ Aldrich,JJ Aldrich,Decision - Unanimous,900,0.0,46.0,129.0,86.0,175.0,1.0,5.0,0.0,62.0,0.0,40.0,83.0,50.0,96.0,0.0,1.0,0.0,357.0,0.0,12.0,18.0,25.0,35.0,1.0,2.0,3.0,106.0,0.0,59.0,160.33333333333334,90.33333333333333,192.33333333333334,0.3333333333333333,1.6666666666666667,0.0,53.333333333333336,1.0,1.0,1,0.6666666666666666,0.0,3,1516.0,1517.441061986841
4666,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,TJ Dillashaw vs Cody Garbrandt,TJ Dillashaw,Cody Garbrandt,TJ Dillashaw,KO/TKO,250,2.0,45.0,72.0,51.0,78.0,0.0,0.0,0.0,29.0,0.0,17.0,43.0,17.0,43.0,0.0,2.0,0.0,0.0,0.5,68.5,168.78571428571428,92.07142857142857,196.5,1.5,4.0,0.8571428571428571,193.78571428571428,1.0,29.714285714285715,87.28571428571429,31.571428571428573,89.28571428571429,0.2857142857142857,1.1428571428571428,0.0,11.0,0.7857142857142857,0.5,14,0.8571428571428571,0.5714285714285714,7,1626.6060077764498,1580.714019800864
4667,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Thiago Santos vs Kevin Holland,Thiago Santos,Kevin Holland,Thiago Santos,Decision - Unanimous,900,0.0,69.0,153.0,81.0,167.0,3.0,7.0,1.0,577.0,0.0,31.0,55.0,81.0,110.0,0.0,1.0,1.0,70.0,0.6428571428571429,24.0,49.785714285714285,29.428571428571427,55.5,0.14285714285714285,0.5714285714285714,0.0,47.5,,,,,,,,,,0.6428571428571429,0.5714285714285714,14,,,0,1559.4606863313065,1500.0
4668,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Pedro Munhoz vs Brett Johns,Pedro Munhoz,Brett Johns,Pedro Munhoz,Decision - Unanimous,900,3.0,117.0,245.0,160.0,292.0,0.0,4.0,1.0,271.0,0.0,73.0,168.0,82.0,180.0,0.0,6.0,0.0,66.0,0.0,39.875,100.125,42.75,103.125,0.875,3.5,0.75,34.875,0.0,27.25,85.25,44.75,104.75,0.25,1.25,0.25,100.0,0.625,0.5,8,0.75,0.25,4,1538.005706507386,1530.535793278444
4669,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Ricky Simon vs Montel Jackson,Ricky Simon,Montel Jackson,Ricky Simon,Decision - Unanimous,900,0.0,25.0,53.0,44.0,75.0,7.0,20.0,0.0,337.0,0.0,42.0,94.0,55.0,107.0,2.0,2.0,0.0,45.0,0.0,34.0,103.0,38.0,108.0,2.0,7.0,1.0,166.0,,,,,,,,,,1.0,1.0,1,,,0,1515.259471847814,1500.0
4670,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Ricardo Ramos vs Kyung Ho Kang,Ricardo Ramos,Kyung Ho Kang,Ricardo Ramos,Decision - Split,900,0.0,54.0,146.0,63.0,157.0,1.0,2.0,1.0,58.0,0.0,65.0,157.0,101.0,198.0,1.0,2.0,0.0,127.0,1.0,43.5,91.0,50.0,98.0,1.5,3.0,0.5,69.5,0.0,15.0,45.25,46.5,79.75,1.0,2.75,0.5,270.0,1.0,0.5,2,0.75,0.5,4,1532.0709780687837,1532.697782406867
4671,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Matt Sayles vs Sheymon Moraes,Matt Sayles,Sheymon Moraes,Sheymon Moraes,Decision - Unanimous,900,0.0,77.0,235.0,79.0,237.0,0.0,3.0,0.0,67.0,0.0,73.0,172.0,77.0,177.0,0.0,4.0,0.0,3.0,,,,,,,,,,0.0,18.0,31.0,23.0,38.0,0.0,0.0,0.0,8.0,,,0,0.0,0.0,1,1500.0,1484.736306793522
4672,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Alex Perez vs Jose Torres,Alex Perez,Jose Torres,Alex Perez,KO/TKO,226,1.0,84.0,162.0,88.0,166.0,0.0,3.0,0.0,3.0,0.0,29.0,76.0,30.0,77.0,0.0,0.0,0.0,0.0,0.0,26.5,61.0,54.5,92.5,3.5,6.5,1.5,318.0,0.0,22.0,62.0,25.0,65.0,1.0,3.0,0.0,42.0,1.0,0.5,2,1.0,1.0,1,1529.9242239526593,1515.9704443816624
4673,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Danielle Taylor vs Zhang Weili,Danielle Taylor,Zhang Weili,Zhang Weili,Decision - Unanimous,900,0.0,34.0,123.0,35.0,124.0,0.0,1.0,1.0,0.0,0.0,77.0,194.0,83.0,200.0,1.0,2.0,0.0,48.0,0.0,43.0,144.0,50.5,152.25,0.25,1.0,0.0,0.25,,,,,,,,,,0.5,0.0,4,,,0,1499.3731056080628,1500.0
4674,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Marlon Vera vs Wulijiburen,Marlon Vera,Wulijiburen,Marlon Vera,KO/TKO,593,1.0,45.0,86.0,59.0,102.0,1.0,4.0,0.0,62.0,0.0,31.0,61.0,49.0,80.0,2.0,4.0,0.0,187.0,0.25,37.75,88.5,41.5,93.375,0.375,1.25,1.0,78.0,1.0,26.0,99.0,35.0,109.0,0.0,1.0,0.0,119.0,0.5,0.375,8,0.0,0.0,1,1501.4959708829958,1482.543996172144
4675,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Demetrious Johnson vs Henry Cejudo,Demetrious Johnson,Henry Cejudo,Henry Cejudo,Decision - Split,1500,0.0,81.0,134.0,121.0,174.0,1.0,2.0,0.0,36.0,0.0,51.0,147.0,80.0,178.0,3.0,11.0,0.0,278.0,0.1875,63.5625,117.1875,108.25,167.4375,4.5625,8.0625,0.75,378.9375,0.125,33.75,105.375,48.375,121.625,1.25,2.75,0.125,90.25,0.9375,0.4375,16,0.75,0.125,8,1689.2040600058128,1572.1395597669923
4676,UFC Fight Night: Gaethje vs. Vick,2018-08-25,John Moraga vs Deiveson Figueiredo,John Moraga,Deiveson Figueiredo,Deiveson Figueiredo,KO/TKO,488,0.0,14.0,26.0,19.0,33.0,0.0,2.0,1.0,0.0,2.0,29.0,39.0,46.0,58.0,2.0,4.0,1.0,296.0,0.15384615384615385,32.23076923076923,74.53846153846153,45.46153846153846,89.6923076923077,0.5384615384615384,2.1538461538461537,0.8461538461538461,113.07692307692308,0.3333333333333333,18.666666666666668,36.666666666666664,38.0,59.333333333333336,3.0,5.0,1.3333333333333333,245.66666666666666,0.6153846153846154,0.38461538461538464,13,1.0,0.6666666666666666,3,1550.6990049738636,1548.4291151017658
4677,UFC Fight Night: Gaethje vs. Vick,2018-08-25,James Krause vs Warlley Alves,James Krause,Warlley Alves,James Krause,KO/TKO,448,0.0,59.0,106.0,79.0,126.0,0.0,4.0,0.0,125.0,0.0,28.0,64.0,39.0,78.0,1.0,1.0,0.0,63.0,0.0,53.666666666666664,115.33333333333333,61.888888888888886,126.22222222222223,0.7777777777777778,4.777777777777778,0.6666666666666666,159.33333333333334,0.125,44.75,91.875,66.75,116.125,0.875,2.5,0.25,187.625,0.6666666666666666,0.3333333333333333,9,0.75,0.375,8,1548.732142457884,1559.2469180208188
4678,UFC Fight Night: Gaethje vs. Vick,2018-08-25,Cory Sandhagen vs Iuri Alcantara,Cory Sandhagen,Iuri Alcantara,Cory Sandhagen,KO/TKO,361,0.0,66.0,113.0,104.0,159.0,0.0,0.0,0.0,251.0,0.0,9.0,24.0,13.0,29.0,1.0,1.0,2.0,73.0,1.0,80.0,147.0,108.0,179.0,1.0,1.0,0.0,115.0,0.125,25.1875,51.5625,53.8125,84.8125,1.5,3.875,0.25,192.8125,1.0,1.0,1,0.625,0.3125,16,1516.0,1545.5774069425859
4679,UFC Fight Night: Gaethje vs. Vick,2018-08-25,Jake Ellenberger vs Bryan Barberena,Jake Ellenberger,Bryan Barberena,Bryan Barberena,KO/TKO,146,0.0,12.0,14.0,12.0,14.0,0.0,0.0,0.0,21.0,2.0,19.0,35.0,31.0,47.0,0.0,0.0,0.0,0.0,0.55,20.25,52.3,29.85,64.15,1.15,2.4,0.2,103.2,0.2857142857142857,61.57142857142857,122.0,93.57142857142857,158.14285714285714,2.0,3.142857142857143,0.2857142857142857,173.0,0.5,0.3,20,0.5714285714285714,0.42857142857142855,7,1497.4052381766326,1522.0515062183224
4680,UFC Fight Night: Gaethje vs. Vick,2018-08-25,Cortney Casey vs Angela Hill,Cortney Casey,Angela Hill,Cortney Casey,Decision - Split,900,0.0,111.0,333.0,117.0,341.0,1.0,6.0,0.0,101.0,0.0,121.0,222.0,123.0,224.0,1.0,1.0,0.0,23.0,0.0,53.375,134.25,77.5,160.625,0.25,0.5,0.5,46.5,0.2857142857142857,74.0,154.85714285714286,91.71428571428571,174.28571428571428,0.5714285714285714,1.4285714285714286,0.0,89.42857142857143,0.375,0.25,8,0.42857142857142855,0.0,7,1472.2264757619796,1488.6533265102926
4681,UFC Fight Night: Gaethje vs. Vick,2018-08-25,Michael Johnson vs Andre Fili,Michael Johnson,Andre Fili,Michael Johnson,Decision - Split,900,0.0,65.0,116.0,70.0,122.0,0.0,3.0,0.0,90.0,0.0,37.0,117.0,40.0,120.0,2.0,4.0,1.0,201.0,0.5,45.5,123.83333333333333,48.05555555555556,126.83333333333333,0.4444444444444444,0.8888888888888888,0.05555555555555555,44.94444444444444,0.3,42.4,108.3,53.5,120.5,2.3,4.7,0.1,126.2,0.5,0.2222222222222222,18,0.6,0.2,10,1517.4941215159997,1534.448528365802
4682,UFC Fight Night: Gaethje vs. Vick,2018-08-25,Justin Gaethje vs James Vick,Justin Gaethje,James Vick,Justin Gaethje,KO/TKO,87,1.0,7.0,15.0,7.0,15.0,0.0,0.0,0.0,4.0,0.0,10.0,20.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,113.66666666666667,207.66666666666666,114.66666666666667,209.0,0.0,0.3333333333333333,0.0,25.333333333333332,0.2,32.1,80.9,39.2,88.1,1.0,1.9,0.6,47.4,0.3333333333333333,0.3333333333333333,3,0.9,0.5,10,1492.5048760311438,1621.0543868385353
4683,UFC Fight Night: Gaethje vs. Vick,2018-08-25,Mickey Gall vs George Sullivan,Mickey Gall,George Sullivan,Mickey Gall,Submission,69,0.0,0.0,2.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,42.0,0.5,9.5,17.5,28.75,39.5,0.75,1.25,2.0,153.75,0.3333333333333333,31.833333333333332,71.66666666666667,54.666666666666664,96.66666666666667,2.1666666666666665,3.5,0.3333333333333333,201.83333333333334,0.75,0.75,4,0.5,0.16666666666666666,6,1529.5853084675684,1498.2364208571846
4684,UFC Fight Night: Gaethje vs. Vick,2018-08-25,Joanne Wood vs Kalindra Faria,Joanne Wood,Kalindra Faria,Joanne Wood,Submission,297,0.0,5.0,6.0,24.0,29.0,0.0,0.0,2.0,0.0,0.0,13.0,17.0,27.0,34.0,1.0,1.0,0.0,284.0,0.5,66.83333333333333,132.83333333333334,103.33333333333333,176.0,1.3333333333333333,2.3333333333333335,0.0,214.66666666666666,0.0,12.5,26.5,26.5,45.0,1.5,2.0,3.0,192.0,0.5,0.16666666666666666,6,0.0,0.0,2,1500.5577362375952,1466.173795076494
4685,UFC Fight Night: Gaethje vs. Vick,2018-08-25,Drew Dober vs Jon Tuck,Drew Dober,Jon Tuck,Drew Dober,Decision - Unanimous,900,0.0,60.0,136.0,122.0,208.0,2.0,2.0,0.0,467.0,0.0,33.0,75.0,39.0,81.0,0.0,1.0,1.0,0.0,0.3333333333333333,39.44444444444444,102.11111111111111,52.333333333333336,116.33333333333333,0.5555555555555556,4.111111111111111,0.1111111111111111,99.22222222222223,0.25,42.375,96.875,65.5,122.25,0.5,1.875,0.5,175.5,0.5555555555555556,0.3333333333333333,9,0.5,0.375,8,1518.9896348224472,1498.456462094179
4686,UFC Fight Night: Gaethje vs. Vick,2018-08-25,Rani Yahya vs Luke Sanders,Rani Yahya,Luke Sanders,Rani Yahya,Submission,91,0.0,4.0,8.0,4.0,8.0,0.0,2.0,2.0,4.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,22.0,0.0,20.46153846153846,52.61538461538461,59.15384615384615,97.0,2.6153846153846154,6.923076923076923,1.4615384615384615,299.9230769230769,0.5,50.25,85.0,63.0,100.0,0.5,1.75,0.25,71.25,0.7692307692307693,0.38461538461538464,13,0.5,0.25,4,1585.9845280324373,1501.047869127232
4687,UFC Fight Night: Gaethje vs. Vick,2018-08-25,Eryk Anders vs Tim Williams,Eryk Anders,Tim Williams,Eryk Anders,KO/TKO,882,2.0,42.0,93.0,46.0,97.0,0.0,1.0,0.0,71.0,0.0,43.0,113.0,52.0,126.0,2.0,5.0,0.0,91.0,0.3333333333333333,44.666666666666664,82.33333333333333,57.666666666666664,98.0,2.0,5.666666666666667,0.0,248.33333333333334,0.0,8.0,18.0,8.0,18.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,3,0.0,0.0,1,1518.7123183530562,1484.699638242047
4688,UFC Fight Night: Gaethje vs. Vick,2018-08-25,Andrew Sanchez vs Markus Perez,Andrew Sanchez,Markus Perez,Andrew Sanchez,Decision - Unanimous,900,0.0,73.0,159.0,119.0,215.0,0.0,6.0,0.0,340.0,0.0,54.0,122.0,67.0,137.0,0.0,1.0,0.0,7.0,0.5,66.0,133.5,103.5,179.75,3.25,7.25,0.0,287.5,0.0,16.5,33.0,22.5,40.0,1.0,3.0,0.5,54.0,0.5,0.0,4,0.5,0.5,2,1497.4766679119073,1500.780149770496
4689,UFC 228: Woodley vs. Till,2018-09-08,Jim Miller vs Alex White,Jim Miller,Alex White,Jim Miller,Submission,89,0.0,15.0,24.0,17.0,26.0,1.0,1.0,1.0,19.0,0.0,5.0,14.0,5.0,14.0,0.0,0.0,0.0,0.0,0.10714285714285714,30.107142857142858,75.42857142857143,43.92857142857143,91.03571428571429,1.2142857142857142,3.0357142857142856,1.3928571428571428,151.39285714285714,0.7142857142857143,46.285714285714285,118.0,59.0,132.71428571428572,1.0,1.8571428571428572,0.2857142857142857,47.285714285714285,0.6071428571428571,0.32142857142857145,28,0.42857142857142855,0.2857142857142857,7,1545.0517455067984,1483.1110001145894
4690,UFC 228: Woodley vs. Till,2018-09-08,Irene Aldana vs Lucie Pudilova,Irene Aldana,Lucie Pudilova,Irene Aldana,Decision - Split,900,0.0,119.0,226.0,121.0,228.0,0.0,1.0,0.0,2.0,0.0,105.0,329.0,110.0,336.0,0.0,0.0,0.0,17.0,0.0,87.33333333333333,216.66666666666666,113.66666666666667,246.0,0.6666666666666666,1.0,0.0,30.666666666666668,0.6666666666666666,75.66666666666667,169.0,113.0,213.66666666666666,0.0,0.6666666666666666,0.6666666666666666,221.66666666666666,0.3333333333333333,0.0,3,0.6666666666666666,0.0,3,1484.7072109680244,1516.7991597625207
4691,UFC 228: Woodley vs. Till,2018-09-08,Robert Sanchez vs Jarred Brooks,Robert Sanchez,Jarred Brooks,Jarred Brooks,Decision - Split,900,0.0,16.0,40.0,121.0,162.0,1.0,4.0,0.0,283.0,0.0,24.0,42.0,82.0,108.0,2.0,4.0,1.0,498.0,0.0,2.0,4.5,7.0,11.0,2.0,2.0,0.5,116.0,0.0,26.333333333333332,64.66666666666667,46.333333333333336,88.0,4.333333333333333,7.333333333333333,0.3333333333333333,236.33333333333334,0.5,0.5,2,0.3333333333333333,0.0,3,1499.970199418572,1483.387762790689
4692,UFC 228: Woodley vs. Till,2018-09-08,Zabit Magomedsharipov vs Brandon Davis,Zabit Magomedsharipov,Brandon Davis,Zabit Magomedsharipov,Submission,526,0.0,38.0,53.0,47.0,62.0,6.0,7.0,1.0,240.0,0.0,27.0,69.0,29.0,71.0,0.0,0.0,0.0,0.0,0.0,58.666666666666664,117.33333333333333,81.33333333333333,145.0,5.666666666666667,9.666666666666666,1.0,354.6666666666667,0.0,60.333333333333336,161.33333333333334,72.33333333333333,175.33333333333334,0.3333333333333333,1.0,0.0,33.333333333333336,1.0,0.6666666666666666,3,0.3333333333333333,0.0,3,1545.9624488204113,1486.1938536426399
4693,UFC 228: Woodley vs. Till,2018-09-08,Geoff Neal vs Frank Camacho,Geoff Neal,Frank Camacho,Geoff Neal,KO/TKO,383,2.0,59.0,102.0,62.0,105.0,0.0,0.0,0.0,8.0,0.0,25.0,57.0,33.0,66.0,0.0,2.0,0.0,11.0,0.0,14.0,31.0,15.0,32.0,0.0,0.0,1.0,67.0,0.0,98.33333333333333,214.0,138.66666666666666,257.3333333333333,1.6666666666666667,3.0,0.0,120.33333333333333,1.0,1.0,1,0.3333333333333333,0.0,3,1514.6580149923996,1486.014786115515
4694,UFC 228: Woodley vs. Till,2018-09-08,Abdul Razak Alhassan vs Niko Price,Abdul Razak Alhassan,Niko Price,Abdul Razak Alhassan,KO/TKO,43,1.0,15.0,21.0,15.0,21.0,0.0,0.0,0.0,2.0,0.0,4.0,10.0,4.0,10.0,0.0,1.0,0.0,0.0,1.25,23.75,53.75,27.5,59.0,0.25,0.75,0.0,36.75,0.2,14.8,46.8,27.2,63.6,0.6,2.6,0.4,92.8,0.75,0.75,4,0.8,0.8,5,1529.3397058564447,1548.4646486323359
4695,UFC 228: Woodley vs. Till,2018-09-08,Diego Sanchez vs Craig White,Diego Sanchez,Craig White,Diego Sanchez,Decision - Unanimous,900,0.0,46.0,77.0,82.0,124.0,3.0,4.0,0.0,860.0,1.0,18.0,42.0,64.0,94.0,0.0,0.0,1.0,8.0,0.2222222222222222,33.2962962962963,93.07407407407408,44.18518518518518,105.5925925925926,1.037037037037037,5.518518518518518,0.6666666666666666,170.07407407407408,0.0,6.0,17.0,13.0,28.0,0.0,2.0,0.0,109.0,0.5925925925925926,0.18518518518518517,27,0.0,0.0,1,1542.2316252405221,1488.949836187626
4696,UFC 228: Woodley vs. Till,2018-09-08,Aljamain Sterling vs Cody Stamann,Aljamain Sterling,Cody Stamann,Aljamain Sterling,Submission,522,0.0,33.0,74.0,63.0,105.0,2.0,9.0,2.0,173.0,0.0,12.0,43.0,20.0,51.0,3.0,3.0,0.0,156.0,0.0,49.3,98.2,83.7,134.9,1.9,4.8,0.7,266.8,0.0,73.66666666666667,162.0,91.33333333333333,182.66666666666666,1.3333333333333333,2.3333333333333335,0.0,61.666666666666664,0.7,0.3,10,1.0,0.0,3,1562.1389093907428,1549.482221103712
4697,UFC 228: Woodley vs. Till,2018-09-08,Charles Byrd vs Darren Stewart,Charles Byrd,Darren Stewart,Darren Stewart,KO/TKO,437,0.0,38.0,63.0,59.0,85.0,0.0,3.0,0.0,101.0,1.0,24.0,65.0,28.0,69.0,0.0,0.0,0.0,62.0,0.0,11.0,14.0,34.0,41.0,1.0,1.0,1.0,233.0,0.25,28.0,58.25,34.5,66.75,3.0,4.75,0.5,113.25,1.0,1.0,1,0.25,0.25,4,1516.0,1472.2764848012757
4698,UFC 228: Woodley vs. Till,2018-09-08,Jimmie Rivera vs John Dodson,Jimmie Rivera,John Dodson,Jimmie Rivera,Decision - Unanimous,900,0.0,62.0,125.0,63.0,126.0,0.0,3.0,0.0,4.0,0.0,41.0,117.0,41.0,117.0,0.0,1.0,0.0,2.0,0.5,46.666666666666664,114.16666666666667,51.166666666666664,119.33333333333333,0.8333333333333334,2.5,0.0,41.333333333333336,0.15384615384615385,38.69230769230769,105.61538461538461,44.30769230769231,111.53846153846153,0.3076923076923077,3.5384615384615383,0.07692307692307693,38.07692307692308,0.8333333333333334,0.16666666666666666,6,0.6923076923076923,0.3076923076923077,13,1562.7797493622913,1570.1950384916452
4699,UFC 228: Woodley vs. Till,2018-09-08,Tyron Woodley vs Darren Till,Tyron Woodley,Darren Till,Tyron Woodley,Submission,559,1.0,57.0,79.0,74.0,97.0,0.0,4.0,1.0,330.0,0.0,0.0,6.0,1.0,7.0,0.0,0.0,0.0,12.0,0.8,29.6,66.8,41.3,78.7,0.4,0.7,0.0,71.0,0.4,29.8,95.6,40.0,106.8,0.0,2.0,0.2,26.4,0.8,0.5,10,1.0,0.4,5,1616.5753200312558,1585.3387163916018
4700,UFC 228: Woodley vs. Till,2018-09-08,Jessica Andrade vs Karolina Kowalkiewicz,Jessica Andrade,Karolina Kowalkiewicz,Jessica Andrade,KO/TKO,118,1.0,38.0,73.0,39.0,74.0,0.0,0.0,0.0,1.0,0.0,24.0,56.0,25.0,58.0,0.0,0.0,0.0,0.0,0.07692307692307693,75.53846153846153,146.46153846153845,106.53846153846153,181.15384615384616,2.5384615384615383,4.3076923076923075,0.38461538461538464,236.76923076923077,0.0,61.42857142857143,173.0,86.28571428571429,200.85714285714286,0.0,3.142857142857143,0.0,131.14285714285714,0.6923076923076923,0.23076923076923078,13,0.7142857142857143,0.0,7,1576.311290722041,1549.9742261280937
4701,UFC 228: Woodley vs. Till,2018-09-08,Carla Esparza vs Tatiana Suarez,Carla Esparza,Tatiana Suarez,Tatiana Suarez,KO/TKO,873,0.0,6.0,10.0,12.0,18.0,0.0,2.0,0.0,4.0,0.0,82.0,98.0,136.0,155.0,9.0,11.0,0.0,777.0,0.0,33.857142857142854,88.85714285714286,98.42857142857143,164.71428571428572,3.5714285714285716,9.714285714285714,0.42857142857142855,247.0,0.0,5.333333333333333,12.0,25.666666666666668,40.666666666666664,0.6666666666666666,1.0,1.3333333333333333,44.333333333333336,0.5714285714285714,0.14285714285714285,7,1.0,0.6666666666666666,3,1518.106374718513,1547.99325846822
4702,UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Mairbek Taisumov vs Desmond Green,Mairbek Taisumov,Desmond Green,Mairbek Taisumov,Decision - Unanimous,900,0.0,27.0,82.0,28.0,83.0,0.0,0.0,0.0,4.0,0.0,27.0,83.0,27.0,83.0,0.0,4.0,0.0,0.0,0.5714285714285714,22.142857142857142,50.42857142857143,26.428571428571427,55.57142857142857,1.0,1.2857142857142858,0.0,56.0,0.0,41.25,118.5,49.5,128.0,1.25,3.25,0.0,54.5,0.8571428571428571,0.7142857142857143,7,0.5,0.0,4,1574.5037133002704,1510.1413051046927
4703,UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Rustam Khabilov vs Kajan Johnson,Rustam Khabilov,Kajan Johnson,Rustam Khabilov,Decision - Split,900,0.0,17.0,70.0,34.0,88.0,3.0,8.0,0.0,250.0,0.0,44.0,123.0,57.0,137.0,0.0,0.0,0.0,0.0,0.1,26.7,74.3,44.1,93.4,3.5,7.6,0.1,178.3,0.5,27.833333333333332,60.833333333333336,31.5,65.0,1.0,2.8333333333333335,0.5,149.83333333333334,0.8,0.1,10,0.6666666666666666,0.16666666666666666,6,1593.4184772154085,1531.94483008159
4704,UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Mark Hunt vs Aleksei Oleinik,Mark Hunt,Aleksei Oleinik,Aleksei Oleinik,Submission,266,0.0,6.0,27.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,3.0,26.0,1.0,5.0,1.0,42.0,0.5714285714285714,24.142857142857142,57.92857142857143,34.785714285714285,69.78571428571429,0.35714285714285715,0.5714285714285714,0.07142857142857142,56.857142857142854,0.42857142857142855,22.0,41.714285714285715,50.57142857142857,71.71428571428571,1.4285714285714286,1.7142857142857142,0.2857142857142857,99.85714285714286,0.5714285714285714,0.5,14,0.7142857142857143,0.7142857142857143,7,1543.3549051965042,1544.422594564208
4705,UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Petr Yan vs Jin Soo Son,Petr Yan,Jin Soo Son,Petr Yan,Decision - Unanimous,900,0.0,100.0,232.0,115.0,249.0,0.0,1.0,0.0,13.0,0.0,58.0,220.0,63.0,226.0,1.0,7.0,0.0,155.0,2.0,25.0,40.0,29.0,45.0,0.0,0.0,0.0,4.0,,,,,,,,,,1.0,1.0,1,,,0,1515.9353982758885,1500.0
4706,UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Adam Yandiev vs Jordan Johnson,Adam Yandiev,Jordan Johnson,Jordan Johnson,Submission,342,0.0,1.0,12.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,35.0,55.0,55.0,82.0,3.0,4.0,2.0,215.0,,,,,,,,,,0.0,50.0,101.0,79.33333333333333,139.66666666666666,1.3333333333333333,2.6666666666666665,0.6666666666666666,193.66666666666666,,,0,1.0,0.0,3,1500.0,1547.8089560137582
4707,UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Khalid Murtazaliev vs CB Dollaway,Khalid Murtazaliev,CB Dollaway,Khalid Murtazaliev,KO/TKO,600,0.0,48.0,69.0,53.0,74.0,5.0,5.0,0.0,359.0,0.0,4.0,19.0,23.0,38.0,2.0,3.0,3.0,98.0,,,,,,,,,,0.3684210526315789,23.736842105263158,49.36842105263158,41.89473684210526,71.26315789473684,1.2105263157894737,2.473684210526316,0.47368421052631576,156.8421052631579,,,0,0.5789473684210527,0.21052631578947367,19,1500.0,1545.2867292943415
4708,UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Aleksei Kunchenko vs Thiago Alves,Aleksei Kunchenko,Thiago Alves,Aleksei Kunchenko,Decision - Unanimous,900,0.0,44.0,153.0,56.0,166.0,1.0,2.0,0.0,0.0,0.0,56.0,175.0,56.0,175.0,0.0,0.0,0.0,48.0,,,,,,,,,,0.13043478260869565,28.47826086956522,89.52173913043478,40.91304347826087,103.47826086956522,0.6956521739130435,3.4347826086956523,0.30434782608695654,109.34782608695652,,,0,0.6086956521739131,0.34782608695652173,23,1500.0,1563.6955201876767
